reward,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum1,Hiss1,CL1,Thre1,Ratio1,Attk1,Release1,Hum2,Hiss2,CL2,Thre2,Ratio2,Attk2,Release2,Hum3,Hiss3,CL3,Thre3,Ratio3,Attk3,Release3
0.375,60,60,0,-15,10,0.1,50,15,30,2,0,10,0.1,50,15,60,2,-15,10,10,300,48.26,60,2,-15,1,0.1,300
0.376,60,60,0,-15,10,0.1,50,15,30,2,0,10,0.1,50,15,60,2,-15,10,10,300,40.97,60,2,-15,1,0.1,300
0.372,60,60,0,-15,10,0.1,84.57,15,30,2,0,10,0.1,50,15,60,2,-15,10,10,300,32.13,60,2,-15,1,0.1,300
0.353,60,60,0,-15,10,0.1,300,15,30,1.95,0,10,0.1,50,15,60,2,-15,10,10,300,51.17,60,2,-15,1,0.1,300
0.35,60,60,0,-15,10,0.1,300,15,30,1.7,0,10,0.1,50,15,60,2,-15,10,10,300,39.45,60,2,-15,1,0.1,300
0.329,60,60,0,-15,10,0.1,300,15,44.02,2,0,10,0.1,50,15,60,2,-15,10,10,300,46.86,60,2,-15,1,0.1,300
0.336,60,60,0,-15,10,0.1,300,15,50.26,2,0,10,0.1,50,15,60,2,-15,10,10,300,23.18,60,2,-15,1,0.1,300
0.35,60,60,0,-15,10,0.1,300,15,60,2,0,10,0.1,50,15,60,2,-15,10,10,300,15,60,2,-15,1,0.1,300
0.348,60,60,0,-15,10,0.1,300,15,57.86,2,0,10,0.1,50,15,60,2,-13.55,10,10,300,15,60,2,-15,1,0.1,300
0.307,60,60,0,-15,10,0.1,300,15,60,2,0,10,0.1,50,34.07,60,2,0,10,10,300,15,60,2,-15,1,0.1,300
0.274,60,60,0,-6.33,10,0.1,300,15,60,2,0,10,0.1,50,60,60,2,0,10,10,300,15,60,2,-15,1,0.1,300
0.303,60,60,0,-15,10,0.1,300,15,60,2,0,10,9.79,50,60,60,2,0,10,10,300,15,60,2,-15,1,0.1,300
0.293,60,60,0,-12.1,10,0.1,300,15,60,2,0,10,7.89,50,60,60,2,0,10,10,300,15,60,2,-15,1,0.1,300
0.288,60,60,0,-10.67,10,0.1,300,15,60,2,0,10,10,50,60,60,2,0,10,10,300,15,60,2,-15,1,0.1,300
0.281,60,60,0,-8.16,10,0.1,300,15,60,2,0,10,10,50,60,60,2,0,10,10,300,15,60,2,-15,1,0.1,300
0.29,19.46,31.59,2,-1.07,4.46,6.01,248.21,33.81,40.22,1.47,-14.64,2.9,8.02,165.87,60,43.52,0,-15,10,0.7,287.94,59.54,60,0.31,-8.74,1,4.37,85.49
0.298,47.77,30,2,0,10,0.1,284,50.2,30,0.95,-11.8,7.26,7.29,291.01,60,54.11,0,-14.24,10,3.13,252.17,60,53.13,1.21,-15,1,7.9,90.37
0.246,60,30,2,0,7.08,0.1,297.87,60,57.78,1.13,-10.46,10,6.84,295.02,60,58.5,0,-8.14,10,8.84,136.18,60,38.55,1.49,-15,1,8.72,64.88
0.254,60,30,2,0,10,0.1,300,60,52.17,0.76,-7.71,10,0.1,251.46,60,60,0,0,9.33,8.76,93.56,60,30,1.02,-9.56,1,0.1,50
0.248,42.27,30,2,0,10,0.1,263.39,57.94,56.17,0.16,-6.54,10,0.1,50,60,60,0,0,10,10,135.48,60,30,0.9,-15,1,0.97,50
0.281,60,30,2,0,8.45,2.5,104.06,56.52,55.46,0,-15,10,1.52,140.39,60,60,0,-2.62,10,10,144.39,60,30,0.16,-7.81,1,0.1,50
0.332,46.49,30,2,0,6.2,4.58,50,60,49.92,0.26,-15,10,0.1,90.59,60,60,0,-2.4,8.51,8.06,213.56,60,30,0,-5.44,1,0.1,50
0.291,32.14,30,2,0,4.73,3.52,50,60,60,0,-15,10,0.1,185.55,60,45.79,0,-7.95,7.35,6.14,106.58,60,30,0.09,-2.19,1,0.1,50
0.329,18.32,30,2,0,3.59,7.74,50,60,60,0,-15,4.5,0.1,176.97,60,30,0,-15,10,8.31,159.89,60,30,0,-10.98,1,0.1,86.86
0.302,39.69,30,2,0,2.34,7.64,50,60,60,0,-15,3.2,0.1,97.19,60,30,0,-8.44,9.32,10,132.51,60,30,0,-11.18,1,0.1,50
0.293,16.65,30,2,0,1,10,90.55,45.11,60,0,-15,1,0.1,70.46,60,30,0,-15,4.1,10,51.77,60,30,0.31,-15,1,0.1,80.46
0.314,15,30,2,-0.49,1,6.85,50,24.89,60,0,-15,1,0.1,50,60,30,0,-12.39,1,10,60.28,60,30,1.05,-15,1,0.1,50
0.317,15,30,2,-10.3,1,10,142.78,27.61,60,0,-15,1,0.1,275.43,60,30,0,-6.96,1,10,160.97,60,30,2,-15,1,0.1,50
0.31,15,30,2,-15,1,10,166.27,33.28,60,0,-15,1,0.1,300,60,30,0,-2.9,1,10,177.65,60,30,2,-15,1,0.1,50
0.331,15,30,2,-15,1,10,86.36,21.21,60,0,-15,1,0.1,300,60,30,0,-10.49,1,10,50,60,30,2,-15,1,0.1,50
0.386,15,30,2,-15,1,10,50,21.49,35.02,0,-15,2.87,0.1,300,60,30,0,-13.16,1,10,50,60,30,2,-15,1,0.1,50
0.433,15,30,2,-15,1,10,60.58,15,30,0,-15,3.15,0.1,300,58.17,30,0,-15,1,10,50,60,30,2,-15,1,0.1,50
0.351,32.26,30,2,-15,1,10,50,36.59,30,0,-15,1,0.1,300,15,30,0,-15,1,6.9,50,51.99,30,2,-15,1,0.1,50
0.361,24.14,30,2,-15,1,10,50,38.06,30,0,-15,1,0.1,300,15,30,0,-15,1,1.83,50,60,30,2,-15,1,0.1,50
0.344,49.82,30,2,-15,1,10,50,38.29,30,0,-15,1,0.1,300,15,30,0,-15,1,2.04,50,58.59,30,2,-15,1,0.1,50
0.375,53.45,30,2,-15,1,10,50,60,30,0,-15,1,0.1,300,15,30,0,-15,1,4.28,50,15,30,2,-15,1,0.1,50
0.376,60,30,2,-15,1,10,50,42.63,30,0,-15,1,0.1,300,15,30,0,-15,1,3.68,50,15,30,2,-15,1,0.1,50
0.386,60,30,2,-15,1,10,50,27.69,30,0,-15,1,0.1,300,15,30,0,-15,1,6.51,50,15,30,2,-15,1,0.1,50
0.399,60,30,2,-15,1,10,50,21.08,30,0,-15,1,0.1,300,15,30,0,-15,1,0.56,50,15,30,2,-15,1,0.1,50
0.408,60,30,1.41,-15,1,10,50,22.03,30,0,-15,1,0.1,300,15,30,0,-15,1,0.47,50,15,30,2,-15,2.21,0.1,50
0.407,60,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,8.49,50,15,30,2,-15,1,0.1,50
0.407,60,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,7.25,50,15,30,2,-15,1,0.1,50
0.407,60,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,15,30,2,-15,1,1.58,50
0.38,60,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,49.37,30,2,-15,1,3.82,50
0.379,60,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,56.29,30,2,-15,1,7.79,50
0.307,35.05,45.27,1.01,-7.08,6.54,0.87,188.63,27.76,60,0.68,-7.16,2.46,0.32,102.73,15,46.16,1.58,-15,8.25,10,300,46.6,30,0.74,-15,10,10,195.68
0.378,48.99,30,1.62,0,5.66,1.85,163.94,49.14,39.91,0.55,-12.26,8.08,0.1,50,15,60,1.29,-15,10,8.1,168.3,60,30,1.34,-13.12,1.46,7.05,300
0.409,60,30,0.92,-1.17,3.58,8.28,300,15,43.8,1.4,-15,5.96,7.16,50,15,60,1.63,-15,9.92,10,207.74,60,30,1.04,-15,5.07,4.05,300
0.306,58.54,31.88,1.02,-2.09,1,9.48,244.41,30.4,46.27,0,-15,9.37,4.1,181.07,17.28,60,1.94,-15,1.36,10,300,60,30,0.15,-15,9.72,3.03,300
0.293,60,41.29,0,-2.39,1,10,100.19,16.03,40.56,0,-15,3.67,7.08,212.99,27.54,50.31,1.99,-15,1.97,10,166.25,60,30,0,-15,8.14,0.1,300
0.311,60,55.96,0,-2.59,1,10,50,20.6,30,0,-15,1,4.18,280.23,19.19,30,0.41,-15,1,10,50,60,30,0.56,-15,4.04,0.1,300
0.414,60,42.48,0,0,1.12,8.06,152.59,15,30,0,-15,10,0.1,300,15,30,0.61,-2.1,1,10,50,28.41,30,0.45,-15,1.01,0.1,300
0.411,60,30,0,0,1,10,249.72,15,30,0,-15,7.01,6.64,293.71,15,30,0.56,-0.05,1,10,50,30.36,30,0.87,-15,1,4.32,300
0.423,60,30,0,0,1,10,300,15,30,0,-15,8.82,1.98,300,15,30,0,-6.56,1,10,50,38.94,30,1.44,-15,1,8.15,300
0.419,60,30,0,-4.66,1,10,300,15,30,0,-15,10,3.79,300,15,30,0,-1.85,1,10,50,49.92,30,2,-15,1,10,198.49
0.43,60,30,0,-9.54,1,10,184.05,15,30,0,-15,8.08,10,300,15,30,0,0,1,10,50,15,30,2,-15,1,10,134.22
0.409,60,30,0,-4.39,1,10,212.61,15,30,0,-15,10,9.04,300,15,30,0,0,1,10,50,60,30,2,-15,1,10,50
0.414,60,30,0,-5.21,1,10,98.18,15,30,0,-15,10,5.59,300,15,30,0,0,1,10,50,60,30,2,-15,1,10,131.74
0.413,60,30,0,-6,1,10,74.66,15,30,0,-15,10,6.49,300,15,30,0,-14.09,1,10,50,51.79,30,2,-15,1,10,82.59
0.433,60,30,0,-15,1,10,50,15,30,0,-15,10,8.37,300,15,30,0,-14.34,1,10,50,15,30,2,-15,1,10,58.63
0.439,60,30,0,-15,1,10,50,15,30,0,-15,10,4.47,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,173.17
0.418,60,30,0,-15,1,10,50,15,30,0,-15,10,9.29,300,15,30,0,-15,1,8.92,50,22.74,30,2,-15,1,10,298.1
0.409,60,30,0,-15,1,10,50,15,30,0,-15,10,9.68,300,15,30,0,-15,1,8.65,50,60,30,2,-15,1,9.51,300
0.438,60,30,0,-15,1,10,50,15,30,0,-15,10,0.1,300,15,30,0,-15,1,8.3,50,60,30,2,-15,1,10,300
0.426,60,30,0,-15,1,10,50,15,30,0,-15,10,2,300,15,30,0,-15,1,1.72,50,60,30,2,-15,1,10,300
0.424,60,30,0,-15,1,10,50,15,30,0,-15,10,1.34,300,15,31.51,0,-15,1,3.39,50,60,30,2,-15,1,10,226.56
0.419,60,30,0,-15,1,10,50,15,30,0,-15,10,3.69,300,15,30,0,-15,1,0.1,50,60,30,2,-15,1,10,245.62
0.404,60,30,0,-15,3.14,10,50,15,30,0,-15,10,3.46,300,15,60,0,-15,1,0.1,50,60,30,2,-15,1,10,223
0.412,60,30,0,-15,1,10,50,15,30,0,-15,10,0.1,300,15,60,0,-15,1,0.1,50,60,30,2,-15,1,10,50
0.43,60,30,0,-15,10,10,50,15,30,0,-15,10,0.1,300,15,60,0,-15,1,0.1,50,60,30,2,-15,1,10,50
0.405,60,30,0,-13.77,10,10,50,15,30,0,-15,10,4.13,300,15,60,0,-15,1,0.1,50,60,30,2,-15,1,10,214.12
0.418,60,30,0,-10.84,10,10,50,15,30,0,-15,10,0.1,300,15,60,0,-15,1,0.1,50,60,30,2,-15,1,10,50
0.423,60,30,0,-15,10,10,50,15,30,0,-15,10,0.8,300,15,60,0,-15,1,0.1,50,60,30,2,-15,1,10,241.23
0.43,60,30,0,-15,10,10,50,15,30,0,-15,10,0.1,300,15,60,0,-15,1,0.1,50,60,30,2,-15,1,10,141.03
0.424,60,30,0,-15,10,9.33,50,15,30,0.55,-10.89,10,0.1,291.46,15,60,0,-15,1,0.1,50,60,30,2,-15,1,10,247.78
0.322,24.16,52.52,1.04,0,1,5.22,300,26.41,55.26,0,-14.35,7.22,5.59,53.08,26.62,30,1.69,0,7.04,0.79,146.78,15,32.72,1.44,-3.97,7.5,6.44,251.11
0.287,15,56.02,0,0,1,10,300,29.72,46.84,0,-8.94,10,10,145.15,46.55,30,1.58,0,1,0.1,50,15,44.4,1.93,-1.99,10,10,114.54
0.336,15,55.57,0,-6.6,1,10,300,15,30,0,0,10,9.26,57.82,60,33.41,2,0,1,0.1,50,15,45.17,0.91,0,1.29,10,132.16
0.383,15,50.88,1.94,-0.23,1,10,300,15,30,0,0,1,10,50,27.32,30,2,-5.84,1,0.1,114.24,15,42.62,1.83,0,1,9.48,300
0.395,15,38.3,1.89,0,1,10,300,15,30,0,0,1,10,78.44,19.12,30,2,0,1,0.1,155.51,15,60,1.22,0,1,4.46,300
0.431,15,30,2,-5.08,1,10,300,15,30,0,0,1,10,50.64,15,30,2,-15,1,0.1,93.83,15,60,2,0,1,4.88,270.47
0.431,15,30,2,-8.72,1,10,300,15,30,0,0,1,10,175.11,15,30,2,-15,1,0.1,50,15,60,2,0,1,4.62,300
0.39,15,41.09,2,-15,1,10,173.41,15,30,0,0,1,10,244.72,20.72,30,2,-15,1,1.35,50,15,60,1.18,-4.79,10,3.11,300
0.378,15,54.95,2,-15,1,10,133.32,15,30,0,0,5.9,10,300,18.43,30,2,-15,1,0.1,103.36,15,60,0,-9.66,10,8.65,300
0.387,15,48.21,2,-15,1,8.31,50,15,30,0,0,1,10,300,15,30,1.94,-15,1,0.1,62.53,15,60,0,-5.92,9.7,2.86,241.35
0.423,15,45.05,2,-13.78,7.34,10,50,15,30,0,0,1,10,300,15,30,1.56,-15,1,2.78,50,15,60,0,-4.83,5.34,0.47,50
0.417,15,42.64,2,-10.94,9.05,10,50,15,30,0,0,1,9.94,300,15,30,2,-15,1,9.85,50,15,50.71,0,-15,1.38,0.1,52.2
0.414,15,60,2,-15,6.23,10,50,15,30,0,0,1,10,225.39,15,30,0.03,-15,1,10,50,15,55.01,0,-15,1,0.1,50
0.407,15,60,2,-15,2.46,10,50,15,30,0,0,3.26,1.7,300,15,30,0,-15,1,10,50,15,39.63,0,-15,1,0.1,50
0.41,15,60,2,-10.23,8.64,10,50,15,30,0,0,1.99,10,300,15,30,0,-15,1,10,50,15,36.5,0,-13.62,1,0.1,50
0.381,15,60,0,-5.64,10,10,50,15,30,0,0,10,10,300,15,30,0,-15,1,10,50,15,57.7,0,-15,4.22,0.1,65.06
0.386,15,60,0,-15,10,10,50,15,30,0,-1.48,7.97,10,300,15,30,0.6,-15,1,10,50,15,53.27,0,-15,1,0.1,50
0.407,15,60,0,-12.77,10,10,50,15,30,0,-11.69,10,5.3,300,15,30,0,-15,1,10,50,15,56.15,0,-15,5.22,0.1,50
0.384,15,60,0,-15,10,10,50,15,30,0,-5.51,10,6.57,300,15,30,0,-15,1,10,50,15,57.72,0,-15,1,0.1,50
0.367,15,57.71,0,-2.73,10,10,50,15,30,0,-7.14,10,10,300,15,30,0,-15,1,10,50,15,49.33,0,-15,1,0.1,50
0.381,15,53.24,0,-7.88,10,10,50,15,30,0,-10.57,10,10,300,15,30,0,-15,1,10,50,15,46.29,0,-15,1,0.1,50
0.425,15,39.63,0,-15,10,10,50,15,30,0,-12.92,10,3.49,300,15,30,0,-15,1,10,50,15,45.27,0,-15,1.64,0.1,50
0.419,15,57.63,0,-12.92,10,10,50,15,30,0,-15,10,2.5,300,15,30,0,-15,1,10,50,15,47.18,0,-15,1,0.1,50
0.412,15,53.63,0,-11,10,10,50,15,30,0,-14.14,10,2.39,300,15,30,0,-15,1,10,50,15,46.99,0,-15,1,0.1,50
0.406,15,55.06,0,-1.07,10,10,50,15,30,0,-15,10,4.06,300,15,30,0,-15,1,10,50,15,45.31,0,-15,1,0.1,50
0.4,15,48.57,0,-3.9,10,10,50,15,30,0,-15,10,0.1,300,15,49.64,0,-15,1,10,50,15,60,0,-15,1,0.1,87.46
0.412,15,40.89,0,-9.48,10,10,50,15,30,0,-15,10,0.1,300,15,54.39,0,-15,1,10,50,15,42.1,0,-15,1,0.1,300
0.431,15,30,0,-0.84,10,10,50,15,30,0,-15,10,0.1,300,15,58.17,0,-15,1,10,50,15,42.27,0,-15,1,0.1,300
0.437,15,30,0,-5.02,10,10,50,15,30,0,-15,10,0.1,300,15,43.5,0,-15,1,10,50,15,42.65,0,-15,1,0.1,300
0.43,15,30,0,-2.43,10,10,50,15,30,0,-15,10,0.1,300,15,60,0,-15,1,10,50,15,43.49,0,-15,1,0.1,300
0.376,15,44.07,0.88,0,3.59,8.46,104.89,15,30,1.3,0,8.19,2.63,300,25.78,60,0.84,-11.63,10,5.94,219.7,15,38.47,1.6,-12.84,5.33,2.9,209.42
0.392,15,52.69,0.94,-2.4,3.51,10,193.07,15,30.65,1.76,-0.99,3.41,2.89,300,19.34,47.19,1.42,-15,10,8.73,274.31,15.06,52.48,1.03,-15,10,1.38,50
0.437,15,57.14,0,0,1,10,224.2,15,30,1.06,-14.53,2.84,10,300,49.28,30,1.27,-12.53,10,10,132.36,15,30,1.54,-15,10,4.68,50
0.435,15,33.51,0,-6.48,1,10,50,15,30,0.64,-15,1,6.63,300,35.07,30,1.48,-10.78,10,10,138.24,15,30,1.01,-15,10,3.46,50
0.433,15,30,0,0,1,1.07,50,15,30,0,-15,1,10,300,15,39.85,0.45,-15,10,10,50,15,30,0.47,-15,5.38,4.7,50
0.453,15,30,0.41,-7.43,1.19,5.52,50,15,30,0,-15,1,10,300,15,30.05,0.34,-15,10,10,50,15,30,0.6,-15,1.8,3.58,50
0.44,15,30,1.34,0,1,0.1,50,15,30,0,-15,2.17,10,300,15,39.89,0,-12.95,10,10,50,15,30,0.41,-15,5.26,2.41,50
0.446,15,30,2,-15,1,0.1,50,15,30,0,-15,1.64,6.9,300,15,32.01,0,-15,10,10,50,15,30,0.2,-15,1,5.35,50
0.443,15,30,1.44,-15,1,6.63,50,15,30,0,-15,1,10,300,15,30,0,-15,10,10,50,15,30,0,-15,1,5.66,50
0.427,15,30,0,-15,1,4.12,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,15,30,0.04,-15,1,4.24,50
0.438,15,30,0,-15,1,10,50,15,30,0,-15,1,9.17,300,15,30,0,-15,1,10,50,15,30,1.5,-15,1.75,6.35,50
0.436,15,30,0,-15,1,8.95,50,15,30,0,-15,1,3.45,300,15,30,0,-15,1,10,50,15,30,2,-15,1,4.51,50
0.436,15,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,15,30,2,-15,1,7.41,50
0.436,15,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.436,15,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.436,15,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.473,15,30,0,-15,1,10,50,15,30,0,-15,5.51,0.1,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.435,18.31,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,15,30,1.48,-15,3.48,10,50
0.421,60,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,15,30,2,-15,3.74,10,50
0.398,60,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,37.01,30,2,-15,6.81,10,50
0.38,60,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,50.22,30,1.96,-15,1,10,50
0.404,60,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,23.59,30,1.8,-15,4.38,10,50
0.414,60,30,0,-15,1,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,15,30,2,-15,1.99,10,50
0.433,60,30,0,-15,1,10,50,15,30,0,-15,2.31,0.1,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.423,21.87,30,0,-15,1,10,50,15,30,0,-15,1.08,0.1,300,15,30,0,-15,1,10,50,15,30,2,-15,1,9.33,50
0.46,34.74,30,0,-15,1,10,50,15,30,0,-15,9.33,0.1,300,15,30,0,-15,1,10,50,15,30,1.88,-15,1,8.73,50
0.477,15,30,0,-15,1,10,50,15,30,0,-15,10,0.1,300,15,30,0,-15,1,10,50,15,30,1.84,-15,1,3.61,50
0.463,25.22,30,0,-15,1,10,50,15,30,0,-15,10,0.1,300,15,30,0,-15,1,10,50,15,30,1.27,-15,1,7.42,50
0.455,39.53,30,0,-15,1,10,50,15,30,0,-15,10,0.1,300,15,30,0,-15,1,10,50,15,30,0.99,-15,1,6.53,50
0.474,15,30,0,-15,1,10,50,15,30,0,-15,10,0.1,300,15,30,0,-15,1,10,50,15,30,0.76,-15,1,9.32,50
0.333,35.72,30,2,-10.28,5.01,1.94,215.83,26.71,55.46,2,-4.17,10,0.1,161.17,31.63,47.07,0.13,-13.05,7.39,6.07,96.97,15,60,1.56,0,1,1.69,122.29
0.29,19.15,38.33,2,-5.65,1,0.1,197.38,29.71,36.77,1.28,0,10,0.1,50,28.24,53.5,0,-15,10,10,51.58,15,39.21,0.96,0,1,0.1,50
0.256,55.88,46.92,1.8,-15,1,0.1,50.8,40.46,43.76,0.78,-0.67,6.22,0.1,50,15,57.87,0,-15,9.49,10,123.75,19.78,36.91,1.68,0,2.31,2.03,56.13
0.269,60,60,0,-15,1,0.1,201.99,28.81,35.64,0.33,-3.54,5.86,0.1,92.89,15,60,0,-12.78,7.73,10,77.08,15,46.44,2,0,1,7.76,50
0.253,60,60,0,-15,4.47,2.15,233.5,53.25,45.47,0.09,-15,1,0.1,238.94,15,60,0,-12.81,10,10,50,15,53.39,2,0,1,9.88,50
0.21,60,60,0,-15,5.09,6.02,300,49.64,41.41,0,-15,1,0.1,293.14,15,49.81,0.65,0,3.03,10,50,34.03,60,2,0,1,7.17,50
0.289,60,60,0,-15,1,6.57,300,32.76,30,0.92,-15,2.52,0.1,300,15,47.69,0.46,0,1,10,50,43.74,60,2,0,1,2.52,50
0.374,60,39.46,0,-15,1,6.3,300,15,30,2,-15,2.07,0.1,300,15,33.71,0,0,1,10,50,60,60,2,0,1,0.1,50
0.383,60,60,0.39,-15,1,6.62,300,15,30,2,-10.88,10,0.1,300,15,34.5,0,0,1,10,50,60,60,2,0,1,0.1,50
0.419,60,30,0.88,-10.87,1,10,300,15,30,2,-14.24,8.43,0.1,300,15,44.82,0,0,1,10,50,60,60,2,0,1,0.1,50
0.392,60,45.09,0,-9.89,1,10,300,15,30,2,-12.27,7.22,0.1,300,15,33.34,0,0,1,10,50,60,60,2,0,1,0.1,50
0.343,60,58.05,0,-15,1.36,0.1,300,26.35,30,2,-11.87,10,0.1,300,15,36.61,0,0,1,10,50,60,60,2,0,1,0.1,50
0.304,60,60,1.56,-15,2.24,0.1,300,48.04,30,2,-7.17,10,0.1,300,15,48.15,0,0,1,10,50,60,60,2,0,1,0.1,50
0.242,60,60,1,-0.86,4.71,0.1,300,45.63,30,2,-4.84,10,0.1,300,51.14,52.98,0,0,1,10,50,60,60,2,0,1,0.1,50
0.244,60,60,2,-6.11,7.23,0.1,300,60,30,2,-1.97,10,0.1,300,60,60,0,0,1,9.14,50,60,60,2,0,1,0.1,50
0.248,60,60,2,-9.13,10,0.1,300,60,30,2,0,10,0.1,300,46.71,60,0,0,1,3.96,50,60,60,2,0,1,0.1,50
0.25,60,60,2,-15,10,0.1,300,60,30,2,0,10,0.1,300,32.6,60,0,0,1,8.09,50,60,60,0,0,1,0.1,55.53
0.221,60,60,2,0,10,0.1,300,60,30,2,0,10,0.1,300,42.3,60,0.07,0,1,4.47,50,60,60,1.5,0,1,0.1,288.74
0.256,60,60,2,-11.39,10,0.1,300,60,30,2,0,10,0.1,300,58.64,60,0.07,0,4.83,9,50,60,60,2,-1.9,1,0.82,300
0.261,60,60,2,-10.73,10,0.1,300,60,30,2,0,10,0.1,275.03,27.7,60,1.35,0,5.72,2.73,50,60,60,2,0,1,3.69,300
0.274,60,60,2,-10.9,10,0.1,300,60,30,2,0,10,0.1,140.63,19.67,60,2,0,5.92,5.88,50,60,60,2,0,1,10,300
0.224,60,60,2,-2.76,10,0.1,300,60,30,2,0,10,0.1,50,34.28,60,2,0,6.05,0.1,50,60,60,0.85,0,1,2.66,300
0.212,60,60,2,0,10,0.1,300,60,30,2,0,10,0.1,114.68,60,60,2,0,5.08,0.1,50,60,60,0.19,-4.39,1,0.1,300
0.227,60,60,2,0,10,0.1,300,60,30,2,0,10,0.1,200.37,60,60,2,0,10,0.1,50,60,60,1.51,-15,1,0.1,300
0.233,60,60,2,0,10,0.1,300,60,30,2,0,10,0.1,165.24,60,60,2,0,10,0.1,50,60,60,2,-15,1,0.1,300
0.171,60,60,2,0,10,0.1,300,60,41.91,2,0,10,0.1,50,60,60,2,0,10,0.1,50,60,60,0.07,-15,1,0.1,300
0.163,60,60,2,0,10,0.1,300,60,51.3,2,0,10,0.1,50,60,60,2,0,10,0.1,50,60,60,0,-15,1,0.1,300
0.16,60,60,2,0,10,0.1,300,60,60,2,0,10,0.1,50,60,60,2,0,10,0.1,50,60,60,0,-15,1,0.1,300
0.16,60,60,2,0,10,0.1,300,60,60,2,0,10,0.1,50,60,60,2,0,10,0.1,50,60,60,0,-15,1,0.1,300
0.172,60,60,2,0,10,0.1,300,60,60,2,0,10,0.1,50,57.41,60,2,0,10,0.1,50,60,60,0.54,-15,1,0.1,300
0.231,54.24,39.11,0,-5.24,1,3.81,192.83,43.57,60,0.73,-8.28,10,10,259.58,53.06,30,0.6,-12.16,7.73,5.58,263.56,45.55,40.31,1.32,-6.15,2.29,1.3,50
0.298,15,33.98,0,-2.89,1,3.57,300,15,48.31,0,-15,9.34,5.6,300,60,44.58,0,-5.65,4.93,6.66,300,35.62,45.43,0,-11.93,7.84,5.81,50
0.324,23.04,30,0,-0.18,1,10,300,15,45.49,0,-15,5.16,1.32,300,51.59,46.6,0,-11.41,4.95,4.4,300,15,52.59,0.2,-7.16,10,7.45,50
0.42,15,30,0,-4.96,1,10,300,15,30,0,-15,10,7.44,300,40.76,31.78,0,-15,8.97,5.06,300,15,34.6,0,-0.89,10,3.73,50
0.445,60,30,0,-4.59,1,10,298.76,15,30,0,-15,10,2.4,300,15,30,0,-15,10,9.29,300,15,30,0,-6.24,10,2.33,50
0.439,60,30,0,-11.53,1,10,271.11,15,30,0,-15,10,2.16,300,15,35.21,0,-12.97,8.33,10,300,15,30,0.19,-15,10,6.45,50
0.443,60,30,0,-14.88,1,10,300,15,30,0,-15,10,0.64,300,19.83,52.28,0,-12.24,3.45,10,300,15,30,0.85,-15,9.82,0.1,50
0.415,60,30,0,-15,1,10,197.38,15,56.09,0,-15,10,0.1,300,17.26,30,0,-15,1,10,300,15,30,0.19,-15,7.54,0.41,50
0.435,60,30,0,-12.94,1,10,139.7,15,51.18,0,-15,10,0.17,300,15,30,0,-15,1,10,300,15,30,0.68,-15,9.6,0.1,50
0.42,60,30,0,-15,1,10,80.06,15,60,0,-15,10,0.1,300,15,30,0,-15,1,10,300,15,30,0,-15,10,0.1,50
0.422,60,30,0,-15,1,10,50,15,53.76,0,-15,10,0.1,300,15,30,0,-15,1,10,300,15,30,0,-15,10,0.1,50
0.462,60,30,0,-15,1,10,50,15,30,0,-15,10,0.1,300,17.9,30,0,-15,1,10,300,15,30,0,-15,10,0.1,50
0.428,60,30,0,-15,1,10,50,15,30,0,-15,10,4.81,300,32.72,30,0,-15,1,10,300,15,30,0,-15,10,0.1,50
0.413,60,30,0,-15,1,10,50,15,30,0,-12.35,10,10,300,30.43,30,0,-15,1,10,300,15,30,0,-15,10,0.1,50
0.405,60,30,0,-15,1,10,50,15,30,0,-8.15,10,10,300,27.85,30,0,-15,1,10,300,15,30,0,-15,10,0.1,50
