reward,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum1,Hiss1,CL1,Thre1,Ratio1,Attk1,Release1,Hum2,Hiss2,CL2,Thre2,Ratio2,Attk2,Release2,Hum3,Hiss3,CL3,Thre3,Ratio3,Attk3,Release3
0.475,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0.56,-15,1,10,50
0.327,39.69,44.94,1,-7.9,1,10,83.99,30.93,37.9,1.76,-14.68,10,5.14,236.72,58.17,52.78,2,-2.16,4.58,7.67,300,15,52.98,1.79,-15,10,10,300
0.313,60,30,0.91,0,6,10,50,33.03,41.76,1.99,-14.92,10,8.89,300,53.43,49.85,2,-9.62,4.87,1.71,270.26,15,44.39,0.14,-15,10,10,300
0.29,60,30,1.33,-4.07,2.99,10,50,36.54,31.08,1.03,-1.9,10,10,300,60,60,2,-15,5.4,1.83,220.49,15,48.01,1.32,-0.17,9.97,9.48,300
0.32,60,39.42,1.75,-4.48,7.3,10,50,15,44.13,0.63,0,10,9.03,300,60,50.9,2,-15,9.14,6.13,178.95,15,30,2,0,10,6.24,300
0.35,60,36.49,1.53,-4.58,6.12,10,50,15,51.44,0.89,0,10,10,300,60,32.83,2,-15,10,4.27,271.57,15,30,2,0,10,4,300
0.369,60,31.21,1.88,-7.24,3.66,10,50,28.5,52.31,1.92,0,10,10,300,60,30,2,-15,10,10,300,15,30,2,-13.47,10,7.97,300
0.36,60,30,1.17,-12.45,3.8,10,50,45.73,60,0.71,0,7.49,10,300,60,30,2,-15,10,10,300,15,30,1.05,-15,10,7.75,300
0.351,60,30,0.71,-14.12,2.09,10,50,15,60,1.72,-10.99,1,10,300,60,50.19,2,-15,10,10,300,15,30,0.04,-15,10,2.68,117.35
0.355,60,30,0.53,-15,1,10,50,15,34.71,0,-15,1,10,300,60,60,2,-15,10,10,300,15,30,0,-15,10,0.1,86.82
0.357,60,30,0,-15,1,10,50,15,36.06,0,-15,1,10,300,60,33.91,1.2,-15,10,10,300,15,30,0,-15,10,3.13,120.89
0.346,60,30,0,-15,1,10,50,15,60,0,-15,1,10,300,48.67,30,0.33,-15,10,10,300,15,30,0,-15,10,6.36,50
0.35,60,30,0,-15,1,10,50,15,60,0,-15,1,10,300,15,35.5,0,-15,4.09,10,200.82,15,30,0,-15,8.27,9.25,50
0.353,60,30,0,-15,1,10,50,15,49.85,0,-15,1,10,300,15,32.93,0,-15,1,10,111.82,15,30,0,-15,10,8.48,50
0.407,16.95,30,0,-15,1,10,50,15,33.59,0,-15,1,10,300,15,31.83,0,-15,1,10,50,15,30,0,-15,10,10,50
0.36,60,30,0,-15,1,10,50,15,60,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,10,50
0.38,28.04,30,0,-15,1,10,50,15,41.29,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,10,50
0.429,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,10,50
0.412,25.23,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,10,50
0.408,31.25,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,10,50
0.429,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,10,50
0.409,29.02,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,9.55,10,50
0.406,34.39,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,10,50
0.418,20.74,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,10,50
0.408,30.15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,6.63,10,50
0.397,60,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,1,10,50
0.397,60,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,1,10,50
0.397,60,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,1,10,50
0.413,60,30,0,-15,2.79,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,1,10,50
0.423,60,30,0,-15,9.17,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,1,10,50
0.42,60,30,0,-15,6.21,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,1,10,50
0.342,15,42.37,1.95,-5.66,2.83,3.74,50,30.23,40.39,0,-14.75,9.95,4.29,63.2,45.9,30,2,-8.93,10,7.27,94.31,33.77,56.77,1.57,-7.48,7,8.44,50
0.34,15,53.81,2,0,3.99,8.19,50,22.49,40.24,0.52,-15,3.35,0.1,170.96,36.35,36.59,1.02,-5.93,10,1.38,50,33.93,41.4,0.22,-15,5.35,5.8,53.59
0.408,15,30,0.54,-15,4.65,2.98,50,20.99,30.9,0,-15,1.5,0.1,263.26,42.91,40.49,0,-15,6.41,10,50,29.53,30,0,-15,1,7.12,50
0.481,15,30,0,-15,5.27,0.1,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,5.83,50,15,30,0,-15,1,10,50
0.395,15,30,0,-15,1.56,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,34.35,45.47,0,-15,1,10,50
0.421,15,30,0,-15,2.15,10,50,15,30,0,-15,1.06,0.1,300,15,30,0,-15,1,10,50,60,30,0,-15,1,10,50
0.431,15,30,0,-15,4.82,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,0.06,-15,1,10,50
0.436,15,30,0,-15,10,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,38.95,30,0,-15,1,10,50
0.436,15,30,0,-15,9.04,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,0.06,-15,1,10,50
0.48,15,30,0,-15,10,10,50,15,30,0,-15,10,0.1,300,15,30,0,-15,1,10,50,26.25,30,0.04,-15,1,10,50
0.441,15,30,0,-15,10,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,26.93,30,0.15,-15,1,10,50
0.466,15,30,0,-15,8.2,10,50,15,30,0,-15,3.63,0.1,300,15,30,0,-15,1,10,50,37.49,30,0.33,-15,1,10,50
0.431,15,30,0,-15,3.72,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,39.82,30,0.55,-15,1,10,50
0.434,15,30,0,-15,6.52,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,0.28,-15,1,10,50
0.437,15,30,0,-15,9.42,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,0.55,-15,1,10,50
0.438,15,30,0,-15,10,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,0.71,-15,1,10,50
0.439,15,30,0,-15,10,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,0.89,-15,1,10,50
0.44,15,30,0,-15,10,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,0.99,-15,1,10,50
0.446,15,30,0,-15,10,6.46,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,1.37,-15,1,10,50
0.469,15,30,0,-15,10,10,50,15,30,0,-15,3.83,0.1,300,15,30,0,-15,1,10,50,60,30,1.53,-15,1,10,50
0.443,15,30,0,-15,10,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,1.86,-15,1,10,50
0.442,15,30,0,-15,10,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,1.85,-15,1,10,50
0.443,15,30,0,-15,10,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,1.89,-15,1,10,50
0.443,15,30,0,-15,10,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,1.94,-15,1,10,50
0.444,15,30,0,-15,10,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,2,-15,1,10,50
0.443,15,30,0,-15,9.43,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,2,-15,1,10,50
0.444,15,30,0,-15,10,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,1.95,-15,1,10,50
0.444,15,30,0,-15,9.7,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,2,-15,1,10,50
0.444,15,30,0,-15,9.98,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,2,-15,1,8.51,50
0.444,15,30,0,-15,10,10,50,15,30,0,-15,1,0.1,300,15,30,0,-15,1,10,50,60,30,2,-15,1,10,50
0.24,49.15,37.55,0,-7.54,1,10,300,28.11,45.23,0.84,-7.33,9.26,10,104.82,60,45.4,1.93,-13.51,7.12,10,50,32.05,37.01,0.96,-15,8.33,2.88,187.63
0.375,45.33,30.77,0,-15,1.68,10,289.7,16.97,30,1.02,-3.37,10,10,292.69,30.15,30,1.81,-12.86,5.3,10,50,21.65,36.84,0.28,-15,8.07,7.64,241.06
0.447,28.14,30,0,-15,4.86,10,101.48,15,30,1.85,-7.26,10,10,300,24.96,30,0.12,-14.94,4.67,10,50,15,30,0.12,-15,3.42,9.95,238.27
0.45,23.61,30,0,-15,10,10,50,15,30,2,-12.19,1.11,10,300,15,30,0,-15,1,10,50,15.78,30,0,-15,2.57,5.96,50
0.459,31.54,30,0,-15,10,2.04,50,15,30,1.33,-5.01,10,10,300,15,30,0,-15,1,10,50,15,30,0,-15,9.97,6.21,50
0.436,23.84,30,0,-15,10,5.75,50,15,30,0.62,-2.7,6.29,10,300,15,36.67,0,-15,1,10,50,15,30,0,-15,10,2.94,50
0.445,15,30,0,-15,10,3.73,50,15,30,0.44,-7.91,10,10,300,15,45.29,0,-15,1,10,50,41.22,30,0,-15,4.56,0.1,50
0.491,15,30,0,-15,10,0.1,50,15,30,0,-15,5.22,10,300,15,30,0,-15,1,10,50,19.15,30,0,-15,1.66,0.46,50
0.485,15,30,0,-15,10,0.1,50,15,30,0,-15,7.34,10,300,15,30,0,-15,1,10,50,55.74,30,0,-15,1,5.82,50
0.485,15,30,0,-15,10,0.1,50,15,30,0,-15,8.13,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,8.02,50
0.475,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,1.38,50
0.48,15,30,0,-15,10,0.1,50,15,30,0,-15,2.75,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,1.76,50
0.469,22.19,30,0,-15,10,0.1,50,15,30,0,-15,9.86,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,2.05,50
0.452,60,30,0,-15,10,0.1,50,15,30,0,-15,10,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,2.23,50
0.452,60,30,0,-15,10,0.1,50,15,30,0,-15,9.85,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,1.38,50
0.452,55.03,30,0,-15,10,0.1,50,15,30,0,-15,9.25,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,0.59,50
0.454,34.3,30,0,-15,10,0.1,50,15,30,0,-15,4.92,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,8.48,50
0.482,15,30,0,-15,10,0.1,50,15,30,0,-15,3.98,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,10,50
0.485,15,30,0,-15,10,0.1,50,15,30,0,-15,10,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,10,50
0.486,15,30,0,-15,10,0.1,50,15,30,0,-15,10,10,300,15,30,0,-15,1,10,50,60,30,0.4,-15,1,8.52,50
0.487,15,30,0,-15,10,0.1,50,15,30,0,-15,10,10,300,15,30,0,-15,1,10,50,60,30,0.85,-15,1,3.63,50
0.487,15,30,0,-15,10,0.1,50,15,30,0,-15,10,10,300,15,30,0,-15,1,10,50,60,30,1.05,-15,1,1.23,50
0.488,15,30,0,-15,10,0.1,50,15,30,0,-15,10,10,300,15,30,0,-15,1,10,50,60,30,1.28,-15,1,2.37,50
0.479,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,1.62,-15,1,1.84,50
0.485,15,30,0,-15,10,0.1,50,15,30,0,-15,2.84,10,300,15,30,0,-15,1,10,50,60,30,1.87,-15,1,4.38,50
0.49,15,30,0,-15,10,0.1,50,15,30,0,-15,7.17,10,300,15,30,0,-15,1,10,50,60,30,2,-15,1,6.44,50
0.481,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,1.97,-15,1,8.58,50
0.48,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,1.86,-15,1,7.62,50
0.48,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,1.7,-15,1,4.42,50
0.48,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,1.73,-15,1,0.8,50
0.223,51.83,55.16,1.16,-5.44,5.61,4.22,50,17.31,43.95,1.06,-13.51,1,10,125.96,45.56,45.44,0.1,0,8.05,9.35,50,56.07,30,0,-8.47,10,6.63,99.62
0.311,56.02,41.33,2,-4.99,6.51,10,300,15,53.58,0.64,-15,2.18,7.45,131.28,47.81,30,0,0,1.7,10,50,60,30,0,-7.27,7.69,10,53.78
0.373,60,30,2,-15,4.51,10,300,15,54.54,1.64,-15,1,10,291.03,17.31,30,0,-11.75,1,10,50,60,36.52,0,-14.03,1,10,50
0.378,60,30,2,-15,10,10,300,15,60,0,-15,1,7.75,300,15,30,0,-3.36,1,10,50,60,37.9,0.08,-15,1,10,50
0.405,60,30,2,-15,10,10,300,15,45.08,0.91,-15,1,10,300,15,30,0,-14.44,1,10,50,60,30,0.07,-15,1,10,50
0.438,47.45,30,1.5,-15,10,10,300,15,30,1.6,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0.33,-15,1,10,50
0.425,29.3,30,0.13,-15,10,10,300,15,30,1.29,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0.27,-15,1,10,50
0.445,15,30,0,-15,10,10,290.99,15,30,0.6,-15,1,10,300,15,30,0,-15,1,10,50,47.55,30,0.97,-15,1,8.46,50
0.461,15,30,0,-15,10,10,112.6,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,1.39,-15,1,10,50
0.495,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,1.95,-15,1,9.27,50
0.444,15,30,0,-15,10,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,59.06,30,2,-15,1,10,50
0.449,15,30,0,-15,10,7.6,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,33.44,30,2,-15,1,10,50
0.495,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.495,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.495,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.495,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.495,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.463,15,30,0,-15,10,8.71,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.495,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.495,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.495,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.495,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.495,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,2,-15,1,10,50
0.483,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,34.7,30,2,-15,1,10,50
0.483,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,34.59,30,2,-15,1,10,50
0.483,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,33.53,30,2,-15,1,9.05,50
0.481,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,2,-15,1,10,50
0.481,15,30,0,-15,10,0.1,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,2,-15,1,9.57,50
0.444,15,30,0,-15,10,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,2,-15,1,8.09,50
0.444,15,30,0,-15,10,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,2,-15,1,5.26,50
0.298,60,55.83,0.1,0,2.79,10,50,45.25,30,1.86,-7.81,1,2.63,239.28,60,33.34,0.76,-9.05,10,4.38,91.62,47.39,30,1.82,-10.66,10,4.3,50
0.335,48.13,42.9,0.84,-1.03,1,10,60.02,23.17,30,2,-10.97,2.44,10,300,60,59.64,0.99,-4.56,10,3.91,50,15,31.75,0.78,-8.56,6.2,0.1,50
0.347,60,30,0.46,-5.87,1,10,125.29,15,30,0.2,-6.46,7.19,10,300,60,60,2,-10.44,7.67,5.47,50,15,55.38,1.05,-8.85,10,0.1,50
0.365,60,30,0.31,-13.24,1,10,50,15,30,0,-6.64,9.19,8.65,300,60,39.09,0.98,0,1,10,50,15,30,0.58,-6.83,4.19,0.1,50
0.428,60,30,0,-15,1,10,50,15,30,0,-15,10,5.3,300,53.22,30,0,-5.93,1,10,50,15,31.97,0.4,-15,9.79,0.1,50
0.432,23.33,30,0,-15,1,10,50,15,30,0,-15,10,10,300,15,30,0,-9.13,1,10,50,15,41.88,0,-15,10,0.1,50
0.432,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-9.19,1,10,50,15,38.61,0,-15,10,0.1,50
0.441,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-14.93,1,10,50,15,33.43,0,-15,10,0.1,50
0.451,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,0.1,50
0.451,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,0.1,50
0.451,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,0.1,50
0.451,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,0.1,50
0.441,19.59,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,0.1,50
0.422,22,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,10,2.59,50
0.434,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,5.8,3.46,50
0.427,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15,30,0,-15,1,5.4,50
0.425,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,15.44,30,0,-15,1,2.51,50
0.406,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,47.62,30,0,-15,1,1,50
0.426,15,30,0,-15,1,10,50,15,30,0,-15,5.58,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,0.1,50
0.405,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,0.1,50
0.405,15,30,0,-15,1,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,0.1,50
0.406,15,30,0,-15,1.04,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,0.1,50
0.433,15,30,0,-15,6.69,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,3.67,50
0.429,15,30,0,-15,4.14,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,4.97,50
0.435,15,30,0,-15,10,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,7.72,50
0.435,15,30,0,-15,10,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,10,50
0.412,24.48,30,0,-15,9.33,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,10,50
0.397,60,30,0,-15,8.34,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,10,50
0.391,60,30,0,-15,3.94,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,10,50
0.398,60,30,0,-15,10,10,50,15,30,0,-15,1,10,300,15,30,0,-15,1,10,50,60,30,0,-15,1,10,50
0.385,41.63,53.71,1.09,-5.33,8.43,9.44,296.55,51.77,31.44,1.2,-15,8.23,0.1,50,44.11,42.52,0.48,-7.54,1,7.29,195.55,34.58,42.2,2,-10.07,5.61,4.85,125.01
0.432,60,60,1.68,-12.5,1,5.39,300,35.21,30,0.7,-15,10,0.1,107.61,15,30,1.17,-5.15,1,0.81,288.78,60,30,2,-11.1,9.52,6.14,184.87
0.379,60,49.56,2,-15,5.32,6.89,300,40.2,30,0,-15,7.51,0.1,244.72,46.84,30,0.85,-13.12,6.58,0.1,287.97,60,34.58,2,-15,10,7.36,161.38
0.305,60,38.79,1.1,-15,2.24,0.6,291.02,51.39,40.49,0,-15,3.29,0.1,300,31.48,30,0,-15,6.65,0.1,300,34.43,40.88,2,-15,10,10,73.15
0.39,60,38.87,1.16,-15,2.12,0.1,300,32.02,30,0,-15,10,0.1,300,15,30,0,-15,2.02,0.1,300,60,35.58,2,-15,10,10,50
0.407,60,30,0,-15,5.9,0.1,287.93,35.28,30,0,-15,10,0.1,256.04,15,30,0,-15,1,9.38,300,60,53.28,2,-15,10,10,50
0.345,60,30,0,-15,1,0.1,245.99,46.29,30,0,-15,10,0.1,300,15,40.47,0,-15,1,5.06,300,60,60,2,-14.67,10,10,50
0.392,60,30,0,-15,10,0.1,222.93,60,30,0,-15,10,0.1,235.9,15,38.86,0,-15,1,10,300,60,60,2,-4.9,10,10,50
0.38,60,30,0,-4.36,1,0.1,116.78,60,30,0,-15,10,0.1,50,15,41.54,0,-15,1,4.41,300,60,60,2,0,10,10,50
0.401,60,30,0,0,8.23,0.1,50,60,30,0.17,-15,10,0.1,50,15,59.34,0.16,-15,1,0.1,300,60,60,2,0,10,9.44,50
0.422,60,30,0,0,7.05,0.1,50,60,30,0.98,-15,10,0.1,50,15,60,0.84,-15,1,0.1,300,60,60,2,0,10,9.99,50
0.438,60,30,0,0,10,0.1,75.5,60,30,2,-15,10,0.1,50,15,55.07,2,-15,1,0.1,300,60,60,2,0,10,6.37,50
0.438,60,30,0,0,10,0.1,50,60,30,2,-15,10,0.1,50,15,58.34,2,-15,1,0.1,300,60,60,2,0,10,0.1,249.7
0.447,60,30,0,0,1,0.1,50,60,30,2,-15,10,0.1,50,15,60,2,-15,3.21,0.1,300,60,60,2,0,10,0.1,300
0.306,60,30,0,0,2.49,0.1,50,60,45.68,2,-5.79,10,0.1,50,15,60,2,-15,6.93,0.1,300,60,60,2,0,10,0.1,300
0.266,60,30,0,0,10,0.1,105.45,60,60,2,0,10,0.1,50,15,60,2,-14.39,10,0.1,300,60,60,2,0,10,0.1,300
0.263,60,30,0,0,10,0.1,202.34,60,60,2,0,10,0.1,50,15,60,2,-12.91,10,0.1,300,60,60,2,0,10,0.1,300
0.253,60,30,0,0,1,0.1,300,60,60,2,0,10,0.1,50,15,60,2,-8.69,10,0.1,300,60,60,2,0,10,0.1,300
0.237,60,60,2,0,1,0.1,300,60,60,2,0,10,0.1,50,15,60,2,-2.98,10,0.1,300,60,60,2,0,10,0.1,300
0.231,60,60,2,0,1,0.1,300,60,60,2,0,10,0.1,50,15,60,2,0,10,0.1,300,60,60,2,0,10,0.1,300
0.231,60,60,2,0,1,0.1,300,60,60,2,0,10,0.1,50,15,60,2,0,10,0.1,300,60,60,2,0,10,0.1,300
0.209,60,60,2,0,1,0.1,300,60,60,2,0,10,0.1,50,15,60,2,0,10,0.1,300,60,60,0.5,0,10,0.1,300
0.197,60,60,2,0,1,0.1,300,60,60,2,0,10,0.1,50,57.47,60,2,0,10,0.1,300,60,60,2,0,10,0.1,300
0.198,60,60,2,0,1,0.1,300,60,60,2,0,10,0.1,50,60,60,2,0,10,0.1,300,60,60,2,0,10,0.1,300
0.198,60,60,2,0,1,0.1,300,60,60,2,0,10,0.1,50,60,60,2,0,10,0.1,300,60,60,2,0,10,0.1,300
0.198,60,60,2,0,1,0.1,300,60,60,2,0,10,0.1,50,60,60,2,0,10,0.1,300,60,60,2,0,10,0.1,300
0.193,60,60,2,0,1,0.1,300,60,60,2,0,10,0.1,50,60,60,2,0,10,0.1,300,60,60,1.84,0,10,0.1,300
0.16,60,60,2,0,1,0.1,300,60,60,2,0,10,0.1,50,60,60,2,0,10,0.1,300,60,60,0,0,10,0.1,300
0.192,60,60,2,0,1,0.1,300,60,60,2,0,10,0.1,50,60,60,2,0,10,0.1,300,60,60,1.69,0,10,0.1,300
0.184,60,60,2,0,1,0.1,300,60,60,2,0,10,0.1,50,60,60,2,0,10,0.1,300,60,60,1.16,0,10,0.1,300
0.329,15,37.34,1.35,-9.83,1,0.1,50,19.99,60,2,-15,10,8.1,300,43.97,48.04,1.82,-7.97,4.25,0.1,300,47.19,50.54,0.44,-15,6.78,10,130.35
0.334,18.31,58.7,1.87,-15,1,0.1,102.58,15,60,2,-15,10,5.29,300,53.59,46.58,2,0,8.04,0.1,300,35.82,45.21,0,-15,1.36,6.73,50
0.326,38.35,42.32,1.97,-7.37,2.27,0.1,228.41,15,57.32,1.07,-15,10,6.27,300,45.41,60,2,0,9.53,0.1,141.27,45.4,30,0.13,-15,5.15,8.06,50
0.396,60,30,1.72,-13.35,1.94,10,300,15,30,0.44,-15,10,9.77,300,29.09,44.23,2,-2.64,8.69,1.18,118,60,30,0.37,-15,10,10,50
0.392,60,30,0.87,-15,1.83,10,300,15,30,0,-15,10,10,300,31.17,30,0.27,-11.05,1,10,50,56.77,30,0.52,-15,1,10,50
0.44,60,30,0,-15,3.58,10,280.77,15,30,0,-15,10,10,300,15,30,0,-15,1,10,50,15,30,0.77,-15,1,10,50
0.472,15,30,0,-15,7.45,10,209.06,15,30,0,-15,10,10,300,15,30,0,-15,1,10,50,15,30,1,-15,1,10,50
0.47,15,30,0,-15,8.87,10,50,15,30,0,-15,5.87,10,300,15,30,0,-15,1,10,50,15,30,1.45,-15,1,10,50
