reward,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum1,Hiss1,CL1,Thre1,Ratio1,Attk1,Release1,Hum2,Hiss2,CL2,Thre2,Ratio2,Attk2,Release2,Hum3,Hiss3,CL3,Thre3,Ratio3,Attk3,Release3
0.383,60,60,0,0,10,10,218.58,60,60,2,-15,7.1,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,3.38,50
0.393,60,60,0,0,10,10,50,60,60,2,-15,10,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.272,28.32,54.02,0,0,6.43,9.92,147.28,20,56.06,0.82,-8.4,1,7.92,105.45,60,41.47,1.66,-6.76,3.71,0.1,123.3,33.13,41.89,0.54,-15,6.01,8.88,50
0.291,43,60,0,0,1,4.59,71.88,15,60,0.42,-15,1,8.44,50,49.84,59.55,1.18,-11.48,1,2.06,50,15,54.94,0.25,-15,9.59,10,50
0.37,44.82,40.67,0,0,2.05,5.36,90.08,15,60,0.91,-15,3.28,6.9,50,60,60,0.72,-15,1,0.1,50,15,44.62,2,-10,1.14,10,50
0.417,23.56,43.22,0,0,1,7.76,126.34,17.92,60,2,-15,5.29,3.55,50,51.24,60,0,-14.05,1,3.25,50,15,30.13,2,-6.9,2.58,10,50
0.401,32.11,43.14,0,0,1,10,50,59.03,60,2,-15,9.92,0.1,50,52.23,60,0,-13.33,1,5.65,50,15,30,0.57,-6.04,4.09,9.35,50
0.393,51.85,49.78,0,0,1,10,91.71,47.33,60,2,-15,4.31,0.1,50,60,60,0,-4.84,1,7.09,50,15,30,1.55,-15,6.62,5.62,50
0.348,60,52.44,0,0,1,10,102.13,57.61,60,2,-15,3.09,0.1,50,60,60,0,-15,1,8.5,50,15,30,0,-15,4.1,10,50
0.242,60,60,0,0,1,10,50,60,60,2,-15,1,0.1,50,60,60,0,-7.62,1,10,50,15,30,0,-15,1,10,50
0.368,60,59.56,0,0,1,10,50,60,60,2,-15,4.68,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,10,50
0.373,60,36.23,0,0,1,10,50,60,60,2,-15,4.48,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,2.85,10,50
0.392,60,60,0,0,8.82,10,50,60,60,2,-15,10,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,4.23,8.69,50
0.381,60,53.98,0,0,10,10,50,60,60,2,-15,5.62,0.1,50,60,60,0,-5.71,1,10,50,15,30,0,-15,4.89,3.68,50
0.379,60,60,0,0,5.41,10,50,60,60,2,-15,6.27,0.1,50,60,60,0,-9.02,1,10,50,15,30,0,-15,2.03,3.67,50
0.36,60,60,0,0,1.3,10,50,60,60,1.41,-15,6.43,0.1,104.29,60,60,0,-15,1,10,50,15,30,0.24,-15,4.9,8.45,50
0.351,60,45.16,0,0,5.36,10,50,60,60,0.5,-15,5.19,0.1,52.37,60,60,0,-14.31,1,10,50,15,30,0,-15,1,0.1,50
0.385,60,54.73,0,0,10,10,50,60,60,2,-15,7.41,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.364,60,60,0,0,10,10,50,60,60,2,-15,4.23,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.366,60,60,0,0,10,10,50,60,60,2,-15,4.51,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.353,60,60,0,0,10,10,50,60,60,2,-15,3.53,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.376,60,60,0,0,10,10,50,60,60,2,-15,3.61,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,6.17,0.1,50
0.401,60,60,0,0,10,10,50,60,60,2,-15,6.13,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,9.62,0.1,50
0.284,60,60,0,0,10,10,50,60,60,2,-15,1.6,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.242,60,59.83,0,0,10,10,283.34,60,60,2,-15,1,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.251,60,43.45,0,0,10,10,268.78,60,60,2,-15,1,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.243,60,58.75,0,0,10,10,300,60,60,2,-15,1,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.224,60,55.68,0,0,10,10,300,60,60,0.75,-15,1,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.211,60,60,0,0,10,10,300,60,60,0,-15,1,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.213,60,60,0,-4.33,10,10,300,60,60,0,-15,1,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.254,60,60,0,-15,10,10,300,60,60,0.66,-15,1,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.244,60,60,0,-15,10,10,300,60,60,0,-15,1,0.1,50,60,60,0,-15,1,10,50,15,30,0,-15,1,0.1,50
0.297,40.6,47.54,0,-15,6.42,4.46,256.74,15,54.24,0,-4.93,6.12,0.1,300,43.05,59.55,1.23,-2.5,4.4,0.1,50,35.51,42.88,1.05,-4.48,10,5.81,50
0.393,36.77,30,0,-15,6.42,3,283.51,15,60,0,-15,5,0.1,300,60,50.76,2,-15,5.63,0.1,50,26.35,46.1,0.44,-9.33,10,10,205.11
0.332,31.84,52.26,0.86,-15,5.39,0.1,265.12,15,57,0,-15,1.11,0.1,300,60,60,2,-15,5.34,0.1,50,38.94,41.68,0,-5.46,10,2.48,300
0.343,45.72,53.15,0.31,-15,10,0.1,177.11,15,49.41,0,-7.62,3.73,0.1,300,42.95,60,2,-13.51,3.39,0.1,64.04,52.43,32.48,0,-2.24,1,5.84,300
0.367,39.69,48.61,0,-15,4.81,0.1,162.16,15,60,0,0,7.77,0.1,293.9,15,60,2,-15,7.01,0.1,75.96,60,30,0,-7.92,1,6.81,300
0.366,56.73,44.05,0,-15,10,0.1,50.95,15,60,0,0,7.34,0.1,222.93,15.28,60,2,-15,1,0.1,50,60,34.37,0.8,-11.04,1,7.38,145.96
0.426,43.85,30,0,-15,10,0.1,50,15,60,0,0,8.71,0.1,256.75,15,60,2,-15,1.53,0.1,50,60,30,1.19,-15,1,2.08,50
0.443,40.4,30,1.69,-15,10,0.1,190.42,15,60,0,0,10,0.1,263.4,15,60,2,-15,1,0.1,50,60,30,0.91,-15,4.84,6.31,50
0.447,23.04,30,1.02,-15,10,0.1,142.81,15,60,0,0,10,0.1,76.78,15,60,2,-15,1,0.1,50,57.12,30,0,-15,1,0.52,50
0.446,26.43,30,1,-15,10,0.6,173.49,15,60,2,0,10,0.1,126.82,15,60,2,-15,1,0.1,50,60,30,0,-15,1,8.65,50
0.463,60,30,1.77,-15,10,0.1,50,15,60,2,0,10,0.1,215.29,15,60,2,-15,1,0.1,50,60,30,0,-15,4.28,9.97,50
0.403,60,50.29,0.41,-15,10,0.1,50,15,60,2,0,10,0.1,295.74,15,60,2,-15,1,0.1,50,60,30,0.3,-15,2.23,3.52,50
0.406,60,42.93,0.12,-15,10,0.1,50,15,60,2,0,8.11,0.1,300,15,60,1.76,-15,1,0.1,50,50.59,31.93,1.57,-15,1,0.1,50
0.423,60,40.64,0.01,-15,10,0.1,50,15,60,2,0,6.11,0.1,300,15,60,1.53,-15,1,0.1,50,60,30,2,-15,2.93,0.1,50
0.459,60,30,0.27,-15,10,0.1,50,15,60,2,0,2.48,0.1,300,15,60,2,-15,1,0.1,50,60,40.16,2,-15,7.17,0.1,50
0.42,60,47.17,0,-15,10,0.1,50,15,60,2,0,6.56,0.1,300,15,60,2,-15,1,0.1,50,33.88,39.35,2,-15,8.91,0.1,50
0.433,60,60,0,-15,10,0.1,50,15,60,2,0,4.87,0.1,300,15,56.85,2,-15,1,0.1,50,15,40.77,2,-15,4.46,0.1,50
0.453,60,44.67,0.09,-15,10,0.1,50,15,60,2,-2.52,2.35,0.1,300,15,57.22,2,-15,1,0.1,50,15,30,1.1,-15,5.27,0.1,50
0.5,60,30,0.78,-15,10,0.1,50,15,60,2,0,3.13,0.1,300,15,54.32,2,-15,1,7.94,50,15,30,1.48,-15,5.79,0.1,50
0.456,60,44.69,2,-15,10,0.1,50,15,60,2,0,1,0.1,300,15,49.29,2,-15,1,7.87,50,15,31.62,0,-15,7.35,0.1,50
0.489,60,33.36,2,-15,10,0.1,50,15,60,2,0,1,0.1,211.81,15,60,2,-15,1,10,50,15,34.21,1.68,-15,7.84,0.1,50
0.503,60,30,2,-15,10,0.1,50,15,60,2,-0.34,1,0.1,201.68,15,60,2,-15,1,10,50,15,30,2,-15,2.7,0.1,50
0.496,60,30,2,-15,10,0.1,50,15,60,2,-1.69,1,0.1,238.19,15,60,2,0,1,0.1,50,15,30,0,-15,7.57,0.1,173.89
0.499,60,30,2,-15,10,0.1,50,15,60,2,-4.08,1,0.1,50,15,60,2,0,1,0.1,50,15,30,0,-15,9.9,0.1,50
0.51,60,30,2,-15,10,0.1,50,15,60,2,-11.48,1,0.1,224.2,15,60,2,0,1,0.1,50,15,30,0.95,-15,10,0.1,50
0.499,60,30,2,-15,10,0.1,50,15,60,2,-9.78,1,0.1,50,15,60,2,0,1,0.1,50,15,30,0.01,-15,10,0.1,50
0.499,60,30,2,-15,10,0.1,50,15,60,2,-10.88,1,0.1,50,15,60,2,0,1,0.1,50,15,30,0,-15,10,0.1,50
0.499,60,30,2,-15,10,0.1,50,15,60,2,-15,1,0.1,50,15,60,2,0,1,0.1,50,15,30,0.03,-15,10,0.1,50
0.499,60,30,2,-15,10,0.1,50,15,60,2,-15,1,0.1,50,15,60,2,0,1,0.1,50,15,30,0,-15,10,0.1,50
0.499,60,30,2,-15,10,0.1,50,15,60,2,-15,1,0.1,50,15,60,2,0,1,0.1,50,15,30,0,-15,10,0.1,50
0.296,52.26,30,1.26,-7.61,1,0.1,100.72,60,46.79,1.08,0,6.3,10,62.75,27.01,39.45,1.39,-12.54,1,7.05,215.76,17.95,60,0.64,-10.88,7.77,7.12,194.4
0.298,56.24,30,1.61,-12.15,1,3.99,109.55,60,58.56,2,0,2.32,9.07,50,54,30,1.69,-2.04,4.16,8.83,50,21.09,60,0,-6.23,10,10,152.17
0.236,49.12,60,0,-11.83,1,4.41,300,60,60,0.19,-14.28,1,7.01,50,60,30,1.24,-2.8,2.92,10,50,15,60,0,-12.34,1.7,10,103.98
0.278,50.78,60,0.06,-12.04,4.29,7.65,300,60,60,2,-15,1,2.09,50,60,30,1.17,-5.1,10,10,50,15,60,0.05,-0.23,1,3.63,50
0.272,60,60,0.1,-15,1.11,9.46,300,60,39.05,2,-15,1,0.69,50,60,30,0.75,-1.85,10,10,50,15,60,0,0,4.1,3.14,144.76
0.397,60,60,0.06,-13.18,1,10,300,60,30,2,-15,3.04,0.1,68.47,60,30,1.18,0,10,10,50,15,60,0,0,8.36,1.23,50
0.33,60,60,0.31,-15,2.04,5.59,300,60,30,2,-15,1.89,0.1,157.66,60,60,2,-5.92,5.55,10,50,15,60,0,0,10,3.64,50
0.315,60,60,0.38,-9.37,1.81,0.1,300,60,30,2,-15,3.13,0.1,300,60,60,2,0,6.91,9.15,50,60,60,0,0,9.58,1.85,138.26
0.343,48.39,60,0.8,-9.83,5.68,0.1,300,60,30,2,-15,4.75,0.1,300,60,60,2,0,8.82,10,50,40.16,60,0,0,8.21,0.1,227.28
0.346,57.04,60,2,0,4.5,0.1,300,60,30,2,-15,6.13,1.02,300,60,60,2,0,10,8.3,50,47.21,60,0,0,4.72,0.1,300
0.354,47.32,60,2,-8.99,6.14,0.1,300,60,30,2,-15,4.9,0.63,300,60,60,2,0,9.98,10,50,60,60,0,0,2.21,0.1,300
0.362,18.11,60,2,-2.97,5.54,0.1,300,60,30,2,-15,2.7,4.95,300,17.68,60,1.55,0,10,10,50,60,60,0,0,1,0.1,300
0.355,15,60,1.98,-4.6,8.32,0.1,300,60,30,2,-15,2.43,1.94,300,60,60,2,0,10,10,137.35,60,60,0,0,1,0.1,300
0.362,15,60,2,-7.14,4.63,0.1,300,47.01,30,2,-15,1,10,300,38.5,60,2,0,6.35,10,300,15,60,0,0,1,0.1,300
0.44,15,60,2,-12.47,3.86,0.1,300,15,30,2,-15,4.74,10,300,42.28,60,2,0,10,7.48,300,15,60,0,0,3.43,0.1,300
0.427,15,60,2,-15,10,0.1,300,15,30,2,-15,1,10,300,60,60,2,0,10,3.03,300,15,60,0,0,10,0.1,300
0.439,15,60,2,-15,10,0.1,300,15,30,2,-15,1,10,300,19.89,60,2,0,10,0.1,300,15,60,0,0,10,0.1,300
0.443,15,60,2,-15,5.65,0.1,300,15,30,2,-15,1,10,300,15,60,2,0,10,0.1,300,15,60,0,0,9.65,0.1,300
0.434,15,60,2,-15,9.72,0.1,300,15,30,2,-15,1,10,300,15,60,2,0,10,0.1,300,32.39,60,0,0,7.65,0.1,300
0.366,15,60,2,-15,10,0.1,300,42.86,30,2,-15,1,10,265.92,56,60,2,0,10,0.1,300,60,60,0,0,6.72,0.1,300
0.406,15,60,2,-15,10,0.1,300,15,30,2,-15,1,10,251.13,60,60,2,0,10,0.1,300,60,60,0,0,10,3.61,300
0.406,15,60,2,-15,10,0.1,300,15,30,2,-15,1,10,268.91,60,60,2,0,10,0.1,300,60,60,0,0,10,9.9,300
0.406,15,60,2,-15,10,0.1,300,15,30,2,-15,1,10,300,60,60,2,0,10,0.1,300,60,60,0,0,4.46,5.44,300
0.406,15,60,2,-15,10,0.1,300,15,30,2,-15,1,10,219.49,60,60,2,0,10,0.1,300,60,60,0,0,10,2.55,300
0.402,15,60,1.37,-15,10,0.1,300,15,30,2,-15,1,10,300,60,60,2,0,10,0.1,300,60,60,0,0,10,10,300
0.384,15,60,0,-15,10,0.1,300,15,30,2,-15,1,10,300,60,60,2,0,10,0.1,300,60,60,0,0,5.14,10,300
0.392,15,60,0.65,-15,7.7,0.1,300,15,30,2,-15,1,10,300,60,60,2,0,10,0.1,300,60,60,0,0,10,10,300
0.336,15,60,0,-15,3.12,0.1,300,25.93,30,2,-15,1,10,300,60,60,2,0,10,0.1,300,60,60,0,0,9.83,10,300
0.295,15,60,0.42,-15,1,0.1,300,32.43,30,2,-15,1,10,300,60,60,2,0,10,0.1,300,60,60,0,0,10,10,300
0.285,15,60,0.08,-15,1,0.1,300,45.7,30,2,-15,1,10,300,60,60,2,0,10,0.1,300,60,60,0,0,10,10,300
0.325,15,36.06,2,0,1,0.1,50,60,58.45,1.48,-9.19,6.59,9.31,50,45.85,49,0.46,-2.92,3.97,4.57,300,43.91,60,1.87,-8.79,2.17,10,136.23
0.29,26.04,48.66,2,0,5.87,0.1,50,57.85,60,1.87,0,10,3.79,50,26.98,39.66,0.9,-2.49,4.02,0.1,300,25.3,60,2,-15,1.54,6.77,89.79
0.337,15,43.85,1.43,0,3.82,0.1,131.62,39.83,60,0.42,0,10,7.73,50,21.18,30,1.17,-1.04,10,0.1,300,47.53,60,2,-15,7.73,3.71,191.68
0.352,15,45.85,1.44,0,4.22,0.1,50,56.7,55.75,0.43,0,10,4.27,50,15,34.48,2,-2.59,7.62,0.1,300,36.29,60,2,-15,10,6.7,240.16
0.398,15,55.23,1.99,0,10,8.34,138.72,48.87,60,0,0,10,0.1,50,15,30,2,-11.06,4.96,0.1,300,15,60,1.74,-15,10,5.4,136.4
0.361,15,44.22,1.39,0,10,4.42,50,49.24,60,0,0,10,0.1,50,15,31.35,2,-6.14,7.89,0.1,300,15,60,0,-15,10,10,300
0.369,15,60,2,0,10,8.09,50,60,60,1.8,0,9.45,0.1,50,15,59.98,2,-3.43,2.16,0.1,300,15,60,0.74,-15,10,10,300
0.375,15,60,2,0,10,8.46,50,60,60,0.77,0,5.4,0.1,50,15,45.29,2,0,1,0.1,300,15,60,2,-15,10,10,300
0.394,15,43.25,1.27,0,10,10,50,60,60,2,-3.94,5.23,0.1,50,15,38.3,2,-0.19,1,0.1,183.34,15,60,2,-15,10,10,300
0.367,15,57.03,1.14,0,10,10,50,60,60,0.88,0,5.79,0.1,50,15,51.47,2,-1.19,1,0.1,74.98,15,60,2,-15,10,10,213.27
0.368,15,48.29,1.43,0,10,10,50,60,60,0.34,0,1,0.1,50,15,60,2,0,1,0.1,50,15,60,2,-15,10,10,113.26
0.389,15,60,1.7,0,10,10,50,60,60,0.06,0,1,0.1,50,15,60,1.64,-3.05,1,0.1,50,15,53.68,2,-15,10,0.1,50
0.403,15.03,60,2,0,10,10,50,60,60,1.44,0,2.74,0.1,50,15,36.37,0.48,0,1,0.1,50,15,60,2,-15,10,0.1,50
0.406,15,60,2,0,10,10,50,60,60,0.56,0,3.35,0.1,50,15,30,0,0,1,0.1,50,15,53.51,2,-15,10,0.1,50
0.414,15,50.73,1.84,0,10,10,50,60,60,2,0,9.99,0.1,50,15,30,0,0,1,0.1,50,15,60,2,-15,10,0.1,50
0.416,15,60,2,0,10,10,50,42.94,60,2,0,10,0.1,50,15,30,0,0,1,0.1,50,15,60,2,-15,10,0.1,50
0.422,30.63,60,2,0,10,10,50,15,60,2,0,10,0.1,50,15,30,0,0,1,0.1,50,15,60,2,-15,10,0.1,50
0.39,56.5,60,2,0,10,10,50,24.74,60,1.73,0,10,0.1,50,15,30,0,0,1,0.1,50,15,53.2,2,-15,10,0.1,50
0.416,60,53.68,2,0,10,10,50,15.4,60,1.91,0,10,0.1,50,15,30,0,0,1,0.1,50,15,59.39,2,-15,10,0.1,50
0.418,60,47.5,2,0,10,10,158.53,15,60,1.14,0,10,0.1,50,15,30,0,0,1,0.1,50,15,42.15,2,-15,10,0.1,50
0.401,60,41.17,2,0,10,10,50,49.9,60,2,0,8.79,0.1,50,15,30,0,0,1,0.1,50,15,32.82,2,-15,10,0.1,50
0.441,60,30,2,0,10,10,50,15,60,2,0,9.61,0.1,50,15,30,0,0,1,0.1,50,15,48.53,2,-15,10,0.1,50
0.406,60,30,2,0,10,10,50,30.92,60,2,0,10,0.1,50,15,30,0,0,1,0.1,50,15,60,2,-15,10,0.1,50
0.461,60,30,1.61,0,10,10,50,15,60,2,0,9.05,0.1,50,15,30,0,0,1,0.1,50,15,30,2,-15,10,0.1,50
0.419,60,30,2,0,10,10,50,24.63,60,2,0,8.47,0.1,50,15,30,0,0,1,0.1,50,15,43.61,2,-15,10,0.1,50
0.407,60,30,1.72,0,10,10,50,54.28,60,2,0,5.23,0.1,50,15,30,0,0,1,2.43,50,15,38.43,2,-15,10,0.1,50
0.405,60,41.38,1.59,0,10,10,50,60,60,2,0,1,0.1,50,15,30,0,0,1,5.42,50,15,30,2,-15,10,0.1,50
0.423,60,30,2,0,10,10,50,60,60,2,0,7.48,0.1,50,15,30,0,0,1,4.17,50,15,30.76,2,-15,10,0.1,50
0.397,60,30,1.94,0,10,10,50,60,60,2,0,7.32,0.1,50,15,30,0,0,1,6.73,50,15,41.21,2,-15,10,0.1,96.6
0.396,60,30,2,0,10,10,50,60,60,2,0,9.39,0.1,50,15,30,0,0,1,10,50,15,42.3,2,-15,10,0.1,116.4
0.3,15,36.9,0,-15,2.72,4.65,129.82,20.33,60,0.24,-11.04,1,8.6,165.75,60,51.41,0,-5.82,1.35,7.9,77.99,49.06,43.24,0.24,0,1,9.09,270.19
0.376,15,54.54,0,-15,3.87,8.78,69.5,15,48.29,1.94,-9.88,3.41,9.94,50,60,34.1,0.6,-8.11,3.28,10,133.12,49.78,39.62,0.46,0,4.99,10,129.47
0.425,15,30,0,-13.79,10,5.06,52.35,15,43.77,0.16,-2.54,10,4.43,107.54,60,30.35,0.33,-13.63,3.2,10,169.48,15,60,0.97,0,2.37,8.06,104.91
0.418,15,35.14,0,-7.93,9.79,10,50,29.73,30,0.02,-9.64,10,0.1,101.9,49.13,30,0.83,-15,10,10,148.22,15,60,0,0,5.69,10,121.88
0.399,15,38.53,0,-3.39,6.25,3.88,50,20.38,30,0.94,-4.57,10,1.28,300,60,30,1.02,-15,10,10,300,18.43,60,0,0,6.22,10,199.74
0.379,15,49.91,0.22,0,10,2.21,50,35.74,30,0.8,-3.13,10,1.76,300,34.13,30,2,-15,10,10,300,15,60,0,0,6.66,10,272.55
0.376,15,60,0,-3.57,3.69,0.1,50,32.28,30,1.79,-5.15,10,0.1,292.42,30.52,30,2,-15,10,10,300,37.1,60,0,0,9.5,10,300
0.413,15,60,0,0,2.84,0.1,50,32.17,30,2,-6.63,10,0.1,300,19.01,30,2,-13.89,10,10,300,21.66,60,1.12,0,8.14,10,292.84
0.415,15,60,0,0,1,0.1,50,37.73,30,2,-8.56,10,0.1,300,40.98,30,2,-15,10,10,300,15,60,1.73,0,7.64,10,224.96
0.407,15,60,0.77,0,1,0.1,50,57.8,30,2,-11.22,10,3.04,300,60,30,2,-14.88,10,10,300,23.05,60,2,0,8.18,10,284.78
0.442,15,60,0.95,0,1,0.1,50,60,30,2,-15,10,8.13,300,15,30,2,-15,10,10,300,28.42,60,2,0,6.82,10,266.67
0.437,15,60,2,0,1,1.53,50,60,30,2,-13.11,10,10,300,15,30,2,-15,10,10,300,39.1,60,2,0,7.21,10,263.85
0.405,15,60,2,0,1,0.1,50,47.68,30,2,-6.38,10,10,300,15,30,0,-15,10,9.08,300,60,60,2,0,10,10,187.43
0.434,15,60,1.43,0,1,0.1,82,24.55,30,2,-9.25,10,10,300,15,30,0.73,-15,10,5.05,300,60,60,2,0,10,10,152.37
0.428,15,60,0.91,0,1,0.1,77.76,45.09,30,2,-10.66,10,10,300,15,30,2,-15,5.76,0.1,300,60,60,2,0,10,10,140.48
0.398,15,60,2,0,1,0.1,50,60,30,2,-7.46,10,10,300,15,31.04,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.418,15,60,2,0,1,0.1,50,15,30,2,-3.72,10,10,300,15,39.68,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.447,15,60,2,0,1,0.1,50,15,30,2,-15,10,10,300,15,43.63,2,-15,1,0.1,300,60,60,2,0,10,10,259.57
0.447,15,60,2,0,1,0.1,50,15,30,2,-15,10,10,300,15,44.9,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.449,15,60,2,0,1,0.74,50,15,30,2,-15,10,10,300,15,40.15,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.443,15,60,2,0,1,2.11,50,15,30,2,-15,10,10,300,15,57.85,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.428,15,60,2,0,1,0.1,50,15,30,2,-10.66,10,10,300,15,60,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.404,15,60,2,0,1,0.1,50,15,30,2,0,10,10,300,15,60,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.417,15,60,2,0,1,0.1,50,15,30,2,-4.45,10,10,300,15,60,2,-14.18,2.32,0.1,300,60,60,2,0,10,10,300
0.413,15,60,2,0,1,2.67,50,15,30,2,-4.77,10,10,300,15,60,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.399,15,60,2,0,1,0.1,50,15,30,1.52,0,10,10,300,15,60,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.398,15,60,2,0,1,0.1,50,15,30,1.35,0,10,10,300,15,60,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.4,15,60,2,0,1,0.1,50,15,30,0.18,-8.37,10,10,300,15,60,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.412,15,60,2,0,1,0.1,50,15,30,0,-15,10,10,300,15,60,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.412,15,60,2,0,1,0.1,50,15,30,0,-15,10,10,300,15,60,2,-15,1,0.1,300,60,60,2,0,10,10,300
0.294,46.47,39.56,0.36,-14.65,9.65,6.76,192.17,23.89,59.4,0,-11.16,3,0.48,121.44,60,42.9,1.45,-6.24,5.61,9.38,90.68,57.72,44.59,0.46,-4.76,1.19,0.1,300
0.206,30.21,47.23,0,-6.45,10,5.77,285.31,38.18,57.58,0,-5.08,1.22,6.79,83.29,60,35.53,0.33,-6.12,5.57,10,50,57.88,43.13,0,0,1.37,0.1,217.56
0.358,15,32.92,0.06,-15,10,6.08,266.42,21.51,55.29,0,0,1,1.91,74.41,60,50.17,0.67,0,10,9.28,50,37.98,30,0,-1.21,1,0.1,164.55
0.425,15,32.81,1.16,-15,10,6.7,300,15,37.53,0,0,1,0.1,50,60,35.39,0.28,0,10,2.82,50,38.76,30,0.08,-8.77,1,0.1,50
0.369,15,47.78,0,-15,9.54,0.1,300,15,60,0,0,1,0.1,50,60,40.25,1.69,0,10,6.93,50,60,30,0.54,-6.94,1,0.1,50
0.373,15,60,0.82,-15,10,4.44,300,15,60,0,0,2.68,0.1,50,60,30,1.6,0,10,0.58,50,60,36.29,0,-7.41,1,0.1,50
0.358,15,59.47,0,-15,10,7.03,300,15,60,0,0,7.97,0.1,50,60,30,0,0,10,3.19,50,60,30,0,-8.13,1,0.1,155.54
0.362,15,60,0,-15,10,4.38,300,15,60,0,0,10,0.1,50,48.6,30,0,0,10,0.1,50,60,30,0,-1.59,1,0.1,146.16
0.378,15,60,0,-15,10,10,300,15,60,0,0,10,0.1,50,15.98,30,0.73,0,10,0.1,50,41.69,33.98,0,0,1.9,0.1,50
0.385,15,60,0,-15,9.01,9.46,300,15,60,0,0,10,0.1,50,15,30,0,0,10,0.1,50,60,30.23,0,0,3.89,0.1,50
0.366,15,60,0,-15,1,10,217.08,15,60,0,0,10,0.1,50,15,30,0,0,10,0.1,50,60,30,0.58,0,5.59,0.1,50
0.361,15,60,0,-15,1,10,300,15,60,0,0,10,0.1,50,15,30,0,0,10,0.1,76.33,60,30,0,0,1,0.1,50
0.389,15,60,0.5,-15,2.6,10,300,15,60,0,0,10,0.1,50,15,30,1.12,0,10,0.1,50,60,30,0,0,1,0.1,50
0.361,15,60,0,-15,1,10,300,15,60,0,0,10,0.1,50,15,30,0,0,10,0.1,50,60,30,0,0,1,0.1,81.14
0.371,15,60,0.7,-15,1,10,300,15,60,0,0,10,0.1,50,15,30,0,0,10,0.1,50,60,30,0.46,0,3.97,0.1,183.08
0.385,15,60,0.77,-15,1,10,300,15,60,0,0,10,0.1,50,15,30,0,0,10,0.1,50,60,30,2,0,2.54,0.1,93.41
0.394,15,60,1.78,-15,1,10,300,15,60,0,0,10,0.1,50,15,30,0,0,10,0.1,50,60,30,2,0,2.93,0.1,87.06
0.396,15,60,2,-15,1,10,300,15,60,0,0,10,0.1,50,15,30,0,0,10,0.1,50,60,30,2,0,8.15,0.1,243.8
0.396,15,60,2,-15,1,10,300,15,60,0,0,10,0.1,50,15,30,0,0,10,1.25,50,60,30,2,0,8.73,0.1,300
0.396,15,60,2,-15,1,10,300,15,60,0,0,10,0.1,50,15,30,0,0,10,0.1,50,60,30,2,0,8.71,0.1,300
0.396,15,60,2,-15,1,10,248.42,15,60,0,0,10,0.1,50,15,30,0,0,10,2.54,50,60,30,2,0,5.7,0.1,300
0.397,15,58.7,2,-15,1,10,227.11,15,57.53,0,0,10,0.1,50,15,30,0,0,10,9.65,50,60,30,2,0,6.88,0.1,300
0.409,15,36.28,2,-15,1,10,283.4,15,60,0,0,10,0.1,50,15,30,0,0,10,10,218.08,60,30,2,0,10,0.1,300
0.409,15,35.83,2,-15,1,10,215.69,15,60,0,0,10,1.32,50,15,30,0,0,10,10,300,60,30,2,0,8.19,0.1,300
0.46,15,30,2,-15,1,10,300,15,30,0.25,0,10,0.1,50,15,30,1.13,0,10,3.18,300,60,30,2,0,10,0.1,300
0.465,15,30,2,-15,1,10,242.24,15,30,0.79,0,10,0.1,50,15,30,2,0,10,10,300,60,30,2,0,10,0.1,300
0.454,15,37.01,2,-15,1,10,178.17,15,30,1.45,0,10,0.1,50,15,30,2,0,10,10,300,60,30,2,0,10,0.1,300
