reward,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum1,Hiss1,CL1,Thre1,Ratio1,Attk1,Release1,Hum2,Hiss2,CL2,Thre2,Ratio2,Attk2,Release2,Hum3,Hiss3,CL3,Thre3,Ratio3,Attk3,Release3
0.57,54.31,30,2,0,2.19,10,300,15,30,2,-15,1,0.1,300,15,60,2,-15,1,0.1,300,60,60,0,0,10,10,300
0.57,60,30,2,0,1,10,300,15,30,2,-15,1,0.87,300,15,60,2,-15,1,0.1,300,60,60,0,0,10,10,300
0.57,60,30,2,0,1,10,300,15,30,2,-15,1,0.74,300,15,60,2,-13.02,1,1.96,300,60,60,0,0,10,10,300
0.572,60,30,2,0,3.43,10,300,15,30,2,-15,1,0.1,300,15,41.91,2,-4.24,1,1.99,300,60,60,0,0,10,10,300
0.581,60,30,2,0,3.52,10,300,15,30,2,-15,1,0.33,300,15,30,2,-0.25,1,0.1,300,60,60,0,0,10,10,300
0.581,60,30,2,0,10,10,300,15,30,2,-15,1,0.1,300,15,30,2,0,1,0.1,300,60,60,0,-2.52,10,10,300
0.57,60,30,2,0,10,10,300,15,30,2,-15,1,0.1,300,15,49.27,2,-3.53,1,0.1,300,60,60,0,0,10,10,300
0.568,60,30,1.01,0,10,10,300,15,30,2,-15,1,0.1,300,15,42.87,2,-0.8,1,0.1,300,60,60,0,0,10,10,300
0.593,15,30,2,0,10,10,300,15,30,2,-15,1,0.1,300,15,36.35,2,0,1,0.1,300,60,60,0,0,10,10,300
0.59,15,30,2,0,10,10,300,15,30,2,-15,1,0.1,300,15,41.02,2,0,1,0.1,300,49.67,60,0,0,10,10,300
0.614,15,30,2,0,10,10,300,15,30,2,-15,1,0.1,300,15,30,2,-2.59,1,0.1,300,15,60,0,0,10,10,300
0.614,15,30,2,0,10,10,300,15,30,2,-15,1,0.1,300,15,30,2,-0.89,1,1.42,300,15,60,0,0,10,10,300
0.614,15,30,2,0,10,10,300,15,30,2,-15,1,0.1,300,15,30,2,0,1,10,300,15,60,0,0,10,10,300
0.614,15,30,2,0,10,10,300,15,30,2,-15,1,0.1,300,15,30,2,-14.16,1,10,300,15,60,0,0,10,10,300
0.614,15,30,2,0,10,10,300,15,30,2,-15,1,0.1,300,15,30,2,-0.67,1,10,300,15,60,0,0,10,10,300
0.614,15,30,2,0,10,10,50,15,30,2,-15,1,0.1,300,15,30,2,-6.23,1,10,300,15,60,0,0,10,10,300
0.529,60,40.96,1.82,-4.97,1,8.96,141.23,45.85,47.65,0.97,-15,10,8.1,272.88,60,60,1.03,-15,4.81,4,50,21.07,45.72,0,-11.19,5.08,9.56,50
0.535,60,30,0.89,-8.44,1,10,182.2,60,50.7,1.26,-15,5.51,8.88,118.74,57.36,58.58,1.33,-15,1,0.1,148.86,28.14,54.1,0,-15,3.52,10,50
0.529,60,50.02,0.3,-6.89,1,7.98,188.88,40.45,60,2,-15,2.97,10,50,48.4,30.09,1.39,-15,1,0.1,300,34.49,47.57,0,-15,1,10,50
0.547,60,30,0,-11.97,1,5.63,249.03,15,60,1.75,-15,1,10,50,15,48.47,2,-15,1,0.1,229.73,57.25,54.03,0,-15,1,10,50
0.507,60,30.87,0,-15,1,7.5,300,60,60,1.52,-15,1,10,184.36,43.92,60,2,-15,7.2,0.1,57.16,60,48.55,0,0,1,6.17,50
0.452,60,60,0,-15,1,9.92,300,60,60,0.52,-6.03,1,10,220.45,22.19,60,2,-15,1,0.1,105.37,60,45.29,0,-13.38,1,4.56,50
0.475,59.18,60,0,-15,1,6.27,300,60,60,0,-8.23,1,10,193.6,15.54,60,2,-15,1,7.1,95.31,60,51.55,1.5,-10.2,1,0.12,50
0.483,60,60,0.34,-15,1,8.89,300,60,60,0,-14.37,1,10,300,15,52.37,2,-15,1,10,50,60,52.8,2,-15,1,0.1,50
0.511,60,60,0,-15,1,7.05,300,60,60,0,-10.37,1,10,300,15,30,2,-9.56,1,10,50,60,51.25,1.92,-15,1,0.1,101.86
0.514,60,30,0.44,-15,1,10,300,60,60,0,-4.46,1,10,300,15,60,2,-14.38,1,10,50,60,48.72,2,-15,1,0.1,300
0.512,60,30,0,-15,1,10,300,60,60,0,0,1,10,300,15,58.15,2,-5.84,1,10,50,60,50.38,2,-15,1,0.1,300
0.516,60,30,0.42,-15,1,6.91,300,60,60,0,0,1,10,300,15,50.73,2,-0.86,1,10,50,60,45.84,2,-15,1,0.1,300
0.512,60,30,0,-15,1,6.19,300,60,60,0,0,1,10,300,15,60,2,0,1,10,50,60,52.55,2,-15,1,0.1,300
0.517,60,30,0.85,-15,1,4.33,300,60,60,0,0,1,10,300,15,60,2,0,1,10,50,60,40.61,2,-15,1,0.1,300
0.528,60,30,1.54,-15,1,0.67,300,60,60,0,-4.53,1,10,300,15,58.56,2,0,1,10,50,60,30,2,-15,1,0.1,300
0.537,60,30,2,-15,1,4.23,300,60,60,0,-12.99,1,10,300,15,36.55,2,0,1,10,50,60,30,2,-15,1,0.1,300
0.531,44.94,30,2,-15,1,3.87,300,60,60,0,-7.17,1,10,300,15,60,2,0,1,10,50,60,30,2,-15,1,0.1,300
0.539,60,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,15,33.09,2,0,1,10,50,60,30,2,-15,1,0.1,300
0.541,43.07,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,15,30,2,0,1,10,50,60,34.6,2,-15,1,0.1,300
0.533,47.57,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,15,30,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.544,22.91,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,15,30,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.545,15,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,15,46.87,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.53,35.37,30,2,-15,1,0.1,300,60,60,0,-5.97,1,10,300,15,32.11,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.537,30.91,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,15,30,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.537,24.12,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,15,33.73,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.533,21.34,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,15,50.32,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.533,60,30,2,-15,1,0.1,300,60,60,0,-2.89,1,10,300,15,30,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.532,58.43,30,2,-15,1,0.1,300,60,60,0,-4.35,1,10,300,15,30,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.516,60,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,15,60,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.533,60,30,2,-15,1,0.1,300,60,60,0,-8.66,1,10,300,15,30,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.503,48.59,48.11,2,0,10,2.38,159.83,58.38,58.26,0.01,-15,4.02,9.95,300,40.36,57.43,2,-15,10,5.98,111.93,31.46,59.27,2,-2.48,4.24,2.9,114.78
0.503,59.45,51.07,2,-4.93,10,0.1,199.57,60,60,0,-15,7.18,10,300,60,54.76,0,-15,10,4.37,98.72,29.97,60,2,0,8.84,10,300
0.513,60,34.14,2,0,7,0.1,300,60,51.39,0,-15,7.09,10,300,60,50.71,0,-15,10,0.1,286.72,30.06,60,0.84,0,10,10,300
0.529,60,30,2,0,4.92,0.1,300,60,60,0,-15,10,10,300,60,36.49,0,-7.76,7.72,0.1,300,15,60,0.58,-3.49,10,10,300
0.548,60,30,2,0,4.29,0.1,300,60,44.04,2,-15,6.4,10,300,60,30,0.25,0,5.33,0.1,300,27.55,60,0.6,-7.43,10,10,297.04
0.526,60,30,2,0,2.58,0.1,300,60,32.28,0.88,-15,1,10,300,60,33.51,0.65,0,8.78,0.1,300,38.83,60,0,-3.99,10,10,182.6
0.516,60,30,2,0,7.33,0.1,300,60,60,1.17,-15,1,10,300,60,30,0.2,0,10,0.1,300,52.76,50.41,0,-6.12,10,10,203.85
0.517,60,30,2,0,9.54,0.1,300,60,60,0.88,-15,1,10,300,60,30,0,0,10,0.1,300,60,52.39,0,-15,10,10,181.1
0.513,60,30,2,0,4.61,0.1,300,60,60,0.05,-15,1,10,300,60,30,0,0,10,0.1,300,60,52.56,0,-15,10,10,50
0.517,60,30,1.21,0,1,0.1,300,60,60,0.11,-15,1,10,300,60,30,0,0,10,5.37,300,60,41.49,0.06,-14.88,10,10,64.46
0.508,60,30,0,0,1,0.1,300,60,60,0.08,-15,1,10,300,60,46.46,0,0,10,4.27,300,60,38.37,0.63,-15,10,4.54,131.63
0.512,60,30,0.05,0,1,0.1,300,52.15,60,0.51,-15,1,10,300,60,30,0,0,10,0.1,300,60,52.97,0.43,-12.87,10,4.23,199.66
0.507,60,30,0,0,1,0.1,300,33.38,60,0,-15,1,10,300,60,30,0,0,10,0.1,300,60,49.62,0.57,0,10,2.87,160.26
0.525,60,30,0,0,1,3.89,300,17.7,60,0.73,-15,1,10,300,60,30,0,0,10,0.1,153.92,60,49.52,0.35,0,10,2.71,105.18
0.511,60,30,0,0,1,4.82,300,43.31,60,0,-15,1,10,300,60,30,0,-1.17,10,0.1,164.05,60,37.14,0.18,0,10,0.1,182.86
0.507,60,30,0,-0.77,1,5.52,300,60,60,0,-3.08,1,10,300,60,30,0,0,10,9.79,300,60,41.46,0.06,0,10,0.1,300
0.489,60,30,0,0,1,0.1,300,60,60,0,-3.76,1,10,300,60,43.16,0,0,10,10,300,60,46.91,0,0,10,0.1,283.15
0.482,60,30,0,-10.44,1,0.1,300,60,60,0,-4.67,1,10,300,60,60,0,0,10,2.83,300,60,46.97,0,0,10,0.1,300
0.481,60,30,0,-15,1,1.04,300,60,60,0,0,1,10,300,60,60,0.67,0,10,0.1,216.75,60,60,0.2,0,10,0.1,300
0.485,60,30,0.04,-15,1,5.37,300,60,60,0,0,1,10,300,60,60,2,0,10,0.1,50,60,60,0.87,0,10,0.1,300
0.491,60,30,0,-15,1,0.1,300,60,60,0,0,1,10,300,60,60,2,0,10,0.1,50,60,60,2,-5.55,10,0.1,300
0.518,60,30,1.02,-15,1,0.1,300,60,60,0,0,1,10,300,60,30,2,0,10,0.1,50,60,60,2,-10.42,10,0.1,300
0.505,60,30,0,-15,1,0.1,300,60,60,0,0,1,10,300,60,40.41,2,0,10,0.1,50,60,60,2,-12.73,10,0.1,300
0.498,60,30,0,-15,1,0.1,300,60,60,0,0,1,10,300,60,60,2,0,10,10,50,60,60,2,-11.38,10,0.1,300
0.5,60,30,0.04,-15,1,0.1,300,60,60,0,0,1,10,300,60,60,2,0,10,0.1,50,60,60,2,-15,10,0.1,300
0.507,60,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,60,60,2,0,10,0.1,50,60,60,2,-15,10,0.1,300
0.507,60,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,60,60,2,0,10,3.22,50,60,60,2,-15,10,0.1,300
0.507,60,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,60,60,2,0,10,5.12,50,60,60,2,-14.7,10,0.1,300
0.507,60,30,2,-15,1,0.1,300,60,60,0,0,1,10,300,60,60,2,0,10,5.68,50,60,60,2,-15,10,0.1,300
0.505,60,30,1.62,-15,1,0.1,300,60,60,0,0,1,10,300,60,60,2,0,10,10,50,60,60,2,-12.34,10,0.1,300
0.559,15.03,55.32,0.9,-2.72,3.13,0.1,178.34,33.62,39.46,0.21,-11.07,4.39,6.02,74.85,41.13,57.76,0.42,-4.28,9.83,5.38,134.45,15,30,2,-6.08,9.93,6.05,92.66
0.543,15,46.07,2,-15,1,0.77,104.35,36.67,48.1,0,-11.3,3.69,4.33,50,60,60,1.51,-15,10,0.1,193.7,17.59,33.27,2,-6.28,1,3.11,50
0.573,15,48.66,1.53,-0.77,1,1.67,287.54,60,60,0.92,-15,6.37,2.06,93.65,60,60,2,-15,5.21,3.08,53.66,15,43.87,2,-15,1,4.18,50
0.518,44.67,59.46,2,-14.86,1,0.1,223.14,60,60,0.31,-15,4.71,5.6,284.98,60,60,0.78,-15,1,3.14,50,15,53.76,2,-15,1,5.97,82.03
0.507,43.86,60,2,-15,1,0.1,253.3,60,56.72,0.96,-15,6.45,10,300,60,60,0,-13.76,1,5.42,119.63,37.6,59.95,2,-14.6,1,0.1,50
0.506,60,60,2,-15,1,0.1,300,60,53.58,0.21,-15,10,10,300,60,58.75,0.99,-11.75,1,5.47,50,60,58.51,2,-14.21,1,0.1,50
0.513,55.54,60,2,-15,1,0.1,300,60,52.93,0.68,-15,10,10,300,60,54.39,2,-7.08,1,3.94,50,60,56.78,2,-12.36,1,0.1,50
0.533,15,60,1.74,-15,1,0.1,300,60,59.86,1.56,-15,10,10,300,60,57.63,2,-10.42,1,0.1,69.54,60,53.32,2,-14.68,1,0.1,50
0.522,15,60,1.13,-15,1,0.1,300,60,60,0.55,-15,10,10,300,60,58.61,2,-10.21,1,0.1,119.94,60,60,2,-15,1,0.1,122.47
0.521,15,44.77,0.35,-15,1,0.1,300,60,60,0.18,-15,10,10,300,60,60,2,-0.79,1,0.1,158.55,60,40.77,2,-15,1,0.1,213.28
0.532,15,30,2,-15,1,0.1,300,60,60,0,-15,10,10,300,60,60,2,-2.81,1,2.66,86.75,60,56.37,2,-15,1,0.1,300
0.545,15,30,1.21,-15,1,0.1,300,60,60,0,-15,10,10,300,27.69,31.04,2,0,1,0.26,50,60,60,2,-15,1,0.1,300
0.539,15,30,0,-15,1,0.1,300,60,60,0.55,-15,10,10,300,45,60,2,0,1,3.1,50,60,44.92,2,-15,1,5.47,300
0.551,15,30,0.29,-15,1,0.1,300,60,60,0,-15,10,10,300,15,59.12,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.55,15,30,0.26,-15,1,0.1,300,60,60,0,-15,10,10,300,15,50.58,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.552,15,30,0.36,-15,1,3.52,300,60,60,0,-15,10,10,300,15,60,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.551,15,30,0.3,-15,1,0.1,300,60,60,0,-15,10,10,300,15,60,2,0,1,0.48,50,60,60,2,-15,1,0.1,300
0.551,15,30,0,-15,1,0.1,300,60,60,0,-15,10,10,300,15,60,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.551,15,30,0,-15,1,0.1,300,60,60,0,-15,10,10,300,15,60,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.55,15,30,0.15,-15,1,0.1,300,60,60,0,-15,10,10,300,15,60,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.551,15,30,0,-15,1,0.1,300,60,60,0,-15,10,10,300,15,60,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.551,15,30,0,-15,1,0.1,300,60,60,0,-15,10,10,300,15,60,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.551,15,30,0,-15,1,0.1,300,60,60,0,-15,10,10,300,15,60,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.552,15,30,1.08,-15,1,0.1,300,60,60,0,-15,10,10,300,15,44.13,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.55,15,30,0.5,-15,1,0.1,300,60,60,0,-15,10,10,300,15,51.12,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.551,15,30,0,-15,1,0.1,300,60,60,0,-15,10,10,300,15,60,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.551,15,30,0,-15,1,0.1,300,60,60,0,-15,10,10,300,15,60,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.55,15,30,0,-15,1,0.1,300,60,60,0,-15,10,10,300,15,43.17,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.562,15,30,0,-15,1,0.1,300,60,60,0,-15,10,10,300,15,30,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.562,15,30,0,-15,1,0.1,300,60,60,0,-15,10,10,300,15,30,2,0,1,0.1,50,60,60,2,-15,1,0.1,300
0.621,60,39.71,1.79,-15,9.37,0.1,67.68,15.63,30,0.37,-12.99,10,0.99,99.19,36.09,55.52,2,-15,1,10,299.26,15,60,1.31,-15,10,4.14,50
0.594,60,34.55,2,-12.22,8.47,8.35,50,38.78,30,1.94,-15,5.31,0.18,162.89,54.27,60,1.71,-5.67,1.2,10,300,15,57.61,0.23,-15,10,0.36,138.28
0.605,60,30,1.89,-12.23,10,0.1,50,15,30,1.55,-15,1,0.1,119.05,27.79,60,0,-6.19,1,10,300,15,45.93,0,-15,10,0.1,229.63
0.598,56.03,30,1.33,-3,10,0.1,50,15,30,1.11,-15,1,0.1,50,15,60,0,-2.41,1,10,300,15,30,0,-15,10,2.24,123.21
0.622,52.78,30,0.44,0,10,0.1,50,15,30,0.7,-15,3.11,0.1,50,15,60,0,-10.59,2.17,10,300,15,30,0,-15,10,5.72,132.01
0.639,33.04,30,0,0,10,0.1,50,15,30,1.88,-15,6.85,0.1,50,15,60,0,0,2.51,10,300,15,30,0,-15,10,8.62,248.22
0.638,54.11,30,0,0,10,0.1,50,15,30,2,-15,7.36,0.1,50,15,60,0,0,1,10,300,15,30,0,-15,10,10,50
0.64,60,30,0,0,10,0.1,50,15,30,2,-15,10,0.1,50,16.43,60,0,0,1,10,300,15,30,0,-10.1,10,10,50
0.625,53.37,49.21,0.2,0,10,0.1,50,15,30,2,-15,10,0.1,50,30.01,60,0,0,1,10,300,15,30,0,-9.15,10,10,61.69
0.623,40.03,45.61,0,0,10,0.1,50,15,30,2,-15,10,0.1,50,60,60,0,0,1,10,300,15,30,0,-10.28,10,10,74.91
0.623,60,49.84,0,0,10,0.1,50,15,30,2,-15,10,0.1,50,60,60,0,0,1,10,300,15,30,0,-4.65,10,10,224.77
0.624,60,39.03,0.21,0,10,0.1,50,15,30,2,-15,10,0.1,50,60,49.54,0,-8.27,1,10,300,15,30,0,-5.64,10,10,279.37
0.636,60,30,1.15,0,10,0.1,50,15,30,2,-15,10,0.1,50,60,32.75,0,-15,1,10,300,15,30,0,0,10,10,300
0.635,60,30,0.52,0,10,0.1,50,15,30,2,-15,10,0.1,50,60,32.68,0,-15,1,10,300,15,30,0,-4.05,10,10,300
0.637,60,30,0,0,10,0.1,50,15,30,2,-15,10,0.1,50,60,30,0,-8.33,1,10,300,15,30,0,0,10,10,300
0.637,60,30,0,0,10,0.1,50,15,30,2,-15,10,0.1,50,60,30,0,0,1,10,300,15,30,0,0,10,10,300
0.643,21.63,30,0,0,10,5.6,50,15,30,2,-15,10,0.1,50,60,30,0,-5.15,1,10,300,15,30,0,0,10,10,300
0.649,15,30,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,-4.91,1,10,300,15,30,0,0,10,10,191.33
0.649,15,30,0,0,10,9.49,50,15,30,2,-15,10,0.1,50,60,30,0,-3.45,1,10,300,15,30,0,0,10,10,50
0.649,15,30,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,-0.59,1,10,300,15,30,0,0,10,10,50
0.649,15,30,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,-8.18,1,10,300,15,30,0,0,10,10,50
0.649,15,30,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,-15,1,10,300,15,30,0,0,10,10,50
0.649,15,30,0.02,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,-15,1,10,300,15,30,0,0,10,10,50
0.649,15,30,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,-15,1,10,300,15,30,0,0,10,10,50
0.649,15,30,0.28,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,-15,1,10,300,15,30,0,0,10,10,50
0.648,15,30,0.11,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,-15,1,10,300,15,30,0,0,10,10,50
0.649,15,30,0.77,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,-15,1,10,300,15,30,0,0,10,10,50
0.649,15,30,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,-15,1,10,300,15,30,0,0,10,10,50
0.649,15,30,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,-15,1,10,300,15,30,0,0,10,10,50
0.649,15,30,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,-15,1,10,300,15,30,0,0,10,10,50
0.55,46.34,60,2,0,8.01,1.65,152.35,15.27,32.41,0.56,-9.94,5.59,10,284.21,60,33.93,1.2,-2.31,6.6,2.76,99.12,48.16,38.52,2,-5.82,1,0.1,289.27
0.566,60,53.88,2,0,2.59,0.39,50,15,30,0.63,-15,4.24,10,300,41.92,30,1.53,0,1,10,84.47,60,51.28,2,-3.35,1,0.1,286.08
0.545,60,57.16,2,-0.04,1,2.15,86.97,15,30,1.58,-15,1,10,300,30.16,38.68,2,0,1,10,74.74,60,49.76,2,-3.64,1,0.1,257.97
0.505,60,57.65,2,0,1,5.26,229.64,56.01,30,0,-11.16,1,10,300,45.08,46.97,2,0,1,10,50,60,60,2,0,1,0.1,300
0.503,60,60,2,0,1,0.1,288.34,60,30,0,-5.17,1,10,300,60,60,2,0,1,10,50,60,60,2,-0.12,1,0.1,300
0.488,60,60,2,0,1,0.68,300,60,35.05,0,-9.59,1,10,300,60,60,2,0,1,10,50,60,60,2,-8.54,1,0.1,300
0.478,60,54.23,2,-9.84,1,0.9,300,60,40.59,0,-6.69,1,10,300,60,60,2,0,1,10,50,60,60,2,0,1,0.1,300
0.484,60,42.46,2,-15,1,2.69,300,60,41.59,0,0,1,10,300,52.75,60,2,0,1,2.71,50,60,60,2,-10.56,1,0.1,300
0.502,60,30,2,-15,1,0.1,300,60,45.59,0,-0.68,1,10,300,31.71,60,2,0,1,0.1,50,60,60,2,-0.38,1,0.1,300
0.499,60,30,2,-15,1,0.1,300,60,51.51,0,-12.98,1,10,300,50.2,60,2,0,1,3.4,50,60,60,2,0,1,0.1,300
0.516,60,30,2,-15,1,0.6,300,60,57.84,0,-8.73,1,10,300,15,60,2,0,1,3.1,50,60,60,2,-7.86,1,0.1,300
0.516,60,30,2,-15,1,8.09,300,60,60,0,-13.58,1,10,300,15,60,2,0,2.38,8.02,50,60,60,2,-5.09,1,0.1,300
0.497,60,30,2,-15,1,9.1,300,60,60,0,-15,1,10,300,34.07,60,2,0,1.39,2.4,50,60,60,2,0,1,0.1,300
0.495,60,30,2,-15,1,6.95,300,60,60,0,-5.14,1,10,300,49.35,60,2,0,3.5,6.71,50,60,60,2,0,1,0.1,300
0.5,60,33.07,2,-15,1,5.63,300,60,60,0,0,1,10,300,20.37,60,2,0,5.41,0.1,50,60,60,2,-1.11,1,0.1,300
0.516,60,30,2,-15,1,2.08,300,60,60,0,0,1,10,300,15,60,2,0,1,10,50,60,60,2,0,1,0.1,300
0.516,60,30,2,-15,1,0.23,300,60,60,0,0,1,10,300,15,60,2,0,3.34,10,50,60,60,2,-6.92,1,0.1,300
0.516,60,30,2,-15,1,3.37,300,60,60,0,0,1,10,300,15,60,2,0,3.01,10,50,60,60,2,-2.79,1,0.1,300
0.496,60,30,2,-15,1,6.34,300,60,60,0,-0.69,1,10,300,41.05,60,2,0,4.37,10,50,60,60,2,-2.44,1,0.1,300
0.516,60,30,2,-15,1,7.76,300,60,60,0,0,1,10,300,15,60,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.516,60,30,2,-15,1,10,300,60,60,0,-3.52,1,10,300,15,60,2,0,4.69,10,50,60,60,2,-15,1,0.1,300
0.516,60,30,2,-15,1,10,300,60,60,0,0,1,10,300,15,60,2,0,1,10,50,60,60,2,-13.3,1,0.1,300
0.516,60,30,2,-15,1,10,300,60,60,0,0,1,10,300,15,60,2,0,1,10,50,60,60,2,-9.62,1,0.1,300
0.516,60,30,2,-15,1,9.18,300,60,60,0,-0.34,1,10,300,15,60,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.516,60,30,2,-15,1,7.06,300,60,60,0,0,1,10,300,15,60,2,0,1,10,50,60,60,2,-15,1,0.1,300
0.516,60,30,2,-15,1,8.63,300,60,60,0,0,1,10,300,15,60,2,0,3.33,10,50,60,60,2,-5.05,1,0.1,300
0.516,60,30,2,-15,1,8.1,300,60,60,0,0,1,10,300,15,60,2,0,9.12,10,50,60,60,2,0,1,0.1,300
0.516,60,30,2,-15,1,10,300,60,60,0,0,1,10,300,15,60,2,0,10,10,50,60,60,2,0,1,0.1,300
0.516,60,30,2,-15,1,10,300,60,60,0,0,1,10,300,15,60,2,0,10,10,50,60,60,2,0,1,0.1,300
0.516,60,30,2,-15,1,10,300,60,60,0,0,1,10,300,15,60,2,0,10,10,50,60,60,2,0,1,0.1,300
0.56,26.71,57.05,0,0,8.5,8.57,167.61,15,30,1.87,0,7.17,5.51,300,16.78,60,0.33,-3.16,7.15,1.74,159.86,36.55,44.08,2,-8.46,1,4.03,194.77
0.574,15,60,0.11,-1.85,10,1.12,146.25,15,30,1.77,-8.73,7.81,4.47,300,60,51.42,0.65,0,1,6.82,127,29.13,60,2,-14.1,1,0.1,197.44
0.596,15,60,0,0,10,10,50,15,30,2,-14.02,7.35,0.1,300,46.63,60,0,0,1,6.2,77.17,16.27,60,2,-15,1,6.62,300
0.603,15,60,0,0,10,10,50,15,30,1.61,-12.25,9.3,0.1,300,17.75,60,0,0,1,2.37,50,15,60,1.05,-15,1,7.68,251.61
0.598,15,60,0,0,10,10,50,15,30,1.03,-12.73,8.1,0.1,300,23.86,50.24,0,0,1,4.08,80.04,15,60,0.41,-13.14,1,7.54,113.85
0.577,15,60,0,0,10,10,50,15,30,0.23,-8.57,10,0.1,300,60,49.66,0,0,1.83,2.78,111.12,15,60,0,-8.15,1,10,50
0.563,15,60,0.19,0,10,10,50,15,30,0.6,0,10,0.1,300,54.29,52.16,0,0,6.21,6.63,300,15,50.64,0,-6.32,1,10,50
0.575,15,60,0,0,10,10,50,15,30,1.77,-0.43,10,0.1,300,31.73,37.57,0,0,5.05,2.92,300,15,60,0,-6.15,1,10,50
0.597,15,60,0,0,10,10,50,15,30,2,-7.68,10,0.1,50,45.65,43.22,0,0,7.42,1.81,300,15,60,0,-7.95,1,10,50
0.572,15,60,0,0,10,10,50,15,30,2,-0.68,10,0.1,50,50.84,39.74,0,0,6.05,0.1,300,15,60,0,-9.39,1,10,50
0.582,15,60,0,0,10,10,50,15,30,2,0,10,0.1,50,18.94,47.97,0,0,2.28,0.54,300,15,36.6,0,-6.1,1,10,50
0.579,15,60,0,0,10,10,50,15,30,2,0,10,0.1,50,39.4,44,0,0,1,1.65,300,15,31.23,0,-2.71,1,10,50
0.588,15,60,0,0,10,10,50,15,30,2,-4.19,10,0.1,50,39.67,50.71,0,0,1,6.48,300,15,30,0,0,1,10,50
0.634,15,60,0,0,10,10,50,15,30,2,-13.5,10,0.1,50,45.17,31.77,0,0,1,10,300,15,30,0,0,1,10,50
0.64,15,60,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,0,2.08,10,300,15,30,0,0,1,10,50
0.637,15,60,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,33.84,0,0,1,10,300,15,30,0,0,1,10,50
0.636,15,60,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,38.89,0,0,1,10,300,15,30,0,0,1,10,50
0.636,15,60,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,41.4,0,0,1,10,300,15,30,0,0,10,10,50
0.639,15,60,0.96,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,0,1,10,300,15,30,0,0,10,10,50
0.64,15,60,0,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,0,1,10,300,15,30,0,0,10,10,50
0.64,15,60,0.07,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,0,1,10,300,15,30,0,0,10,10,50
