reward,Hum,Hiss,CL,Thre,Ratio,Attk,Release,Hum1,Hiss1,CL1,Thre1,Ratio1,Attk1,Release1,Hum2,Hiss2,CL2,Thre2,Ratio2,Attk2,Release2,Hum3,Hiss3,CL3,Thre3,Ratio3,Attk3,Release3
0.545,15,30,2,-15,1,0.1,300,60,60,0,0,10,10,300,15,60,2,-15,1,10,50,60,45,2,0,1,0.1,300
0.541,54.81,46.51,1.66,-11.23,1,10,64.76,60,30,0.35,-1.19,8.56,9.72,268.95,39.33,30,1.05,-14.69,10,10,296.43,54.85,42.49,0,-15,10,0.1,291.94
0.543,42.16,43.76,1.17,0,5.07,10,50,53.68,30,2,-6.27,8.4,10,50,25.44,35.29,0,-4.6,6.22,10,300,60,33.37,0,-15,10,0.1,300
0.55,23.17,57.56,2,0,7.65,2.23,50,34.24,30,2,-10.14,2.4,10,182.45,32.29,30.2,0,-15,2.3,5.27,300,60,47.1,0,-14.37,9.31,0.1,300
0.566,39.39,45.83,2,-0.4,5.84,7.3,178.79,31.43,30,2,-15,1,10,300,15,30,0,-7.88,10,9.59,211.61,50.03,30,0,-15,10,0.1,300
0.579,34.25,31.06,2,-5.2,8.33,8.56,78.14,29.82,30,2,-15,1,7.57,50,15,30,0,0,10,0.1,50,20.07,35.68,0,-10.23,10,4.9,300
0.586,34.62,31.69,2,-6.03,10,10,50,37.42,30,2,-15,1,0.1,111.73,15,30,0,0,10,0.1,50,15,30,0,0,10,0.1,300
0.583,27.04,48.98,2,0,10,10,50,33.4,30,2,-12.97,1,0.1,50,16.94,31.79,0,-15,10,0.1,50,15,30,0,-6.2,10,6.94,300
0.594,15,58.78,2,0,10,10,50,15,30,2,-9.1,1,0.1,50,60,30.91,0,-15,10,6.36,50,15,30,0,-3.5,10,8.73,300
0.593,15,60,2,-4.66,10,10,50,15,30,2,-15,1,0.1,50,59.02,33.94,0,-5.87,10,10,191.23,15,30,0,-6.93,10,0.1,300
0.582,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,46.41,0,-1.55,10,9.12,133.84,15,30,0,-10.17,10,10,88.53
0.586,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,42.62,0,-15,10,9.41,300,15,30,0,-11.14,10,10,135.21
0.595,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,31.48,0,-6.79,10,0.1,300,15,30,0,-15,10,10,104.46
0.599,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,-15,10,0.1,300,15,30,0,-12.6,10,9.56,50
0.594,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,-7.62,10,0.1,300,15,30,0,-3.92,10,10,50
0.591,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,0,10,10,50
0.591,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-1.86,10,10,50
0.592,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,-0.2,10,0.1,300,15,30,0,-9.66,10,10,50
0.601,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,-15,10,0.1,300,15,30,0,-15,10,10,50
0.601,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,-15,10,0.1,300,15,30,0,-15,10,10,50
0.601,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,-15,10,0.1,300,15,30,0,-15,10,10,50
0.598,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,-11.53,10,0.1,300,15,30,0,-15,10,10,50
0.594,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,-5.66,10,0.1,300,15,30,0,-15,10,10,50
0.595,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.589,15,60,2,0,10,10,50,15,30,0.13,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.591,15,60,2,0,10,10,50,15,30,0.92,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.589,15,60,2,0,10,10,50,15,30,0,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.589,15,60,2,0,10,10,50,15,30,0,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.589,15,60,2,0,10,10,50,15,30,0,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.591,15,60,2,0,10,10,50,15,30,0,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,7.96,50
0.589,15,60,2,0,10,10,50,15,30,0,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.559,49.58,42.64,0.75,-9.09,9.24,4.12,255.92,60,60,2,-15,10,3.44,269.75,56.47,44.24,0.28,-15,5.01,4.07,50,16.03,30,0,-6.36,6.5,3.7,51.9
0.587,53.28,31.17,1.64,0,10,3.9,50,31.89,37.65,2,-15,10,1.47,138.32,60,41.62,0.14,-11.32,1,0.1,82.83,15,30,0.31,0,9.15,8.22,50
0.629,34.8,30,0.16,0,10,0.1,50,15,30,1.08,-15,10,0.1,50,60,48.84,1.14,0,1,0.1,209.49,15,30,0.2,-4.39,10,9.12,50
0.612,19.56,30,0.4,0,10,6.04,50,15,60,0.64,-15,10,0.1,50,60,40.82,2,0,1,0.1,50,15,30,0,-9.65,10,10,50
0.637,15,30,0,0,10,10,231.89,15,30,0.14,-15,10,0.1,50,60,36.81,0.95,0,1,0.1,105.24,15,30,0.11,-10.83,10,10,50
0.642,15,30,0,0,10,9.06,254.16,15,30,1.38,-15,10,0.1,50,60,42.24,0.69,0,1.03,0.1,300,15,30,0,-15,10,10,50
0.626,15,30,0,0,10,10,50,15,30,0,-15,10,0.1,50,60,49.44,0,0,8.64,0.1,300,15,30,0,-15,10,10,50
0.641,15,30,0,0,10,9.71,50,15,30,1.23,-15,10,0.1,50,60,40.9,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.622,15,30,0,0,10,8.48,50,15,30,0,-15,10,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-11.41,10,10,50
0.624,15,30,0.14,0,10,10,50,15,30,0,-15,10,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.643,15,30,2,0,10,10,50,15,30,2,-15,10,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.644,15,30,1.91,0,10,10,50,15,30,2,-15,10,0.1,50,60,43.5,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.65,15,30,1.88,0,10,10,50,15,30,2,-15,10,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.645,15,34.18,1.75,0,10,10,50,15,30,2,-15,8.21,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.598,15,38.34,0.52,0,10,10,50,15,30,2,-15,1,0.1,50,60,30.21,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.597,15,42.44,0.64,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.594,15,45.41,1.68,0,10,10,50,15,30,2,-15,1,0.1,50,60,30.99,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.594,15,50.68,1.77,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.584,15,55.77,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,52.78,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.584,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,56.82,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.585,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,42.78,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.585,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,42.24,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.59,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,34.28,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.584,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,48.38,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.586,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,43.25,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.584,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.584,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.584,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.584,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.584,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.542,24.91,35.55,1.88,-7.56,4.2,5.84,50,30.41,30,1.32,-4.52,1,2.02,171.98,60,38,0.58,-15,1.1,10,97.81,32.18,41.17,0.58,-3.63,3.99,0.1,272.38
0.598,15.53,30.79,1.5,0,2.45,0.15,50,15,30,2,-15,1,0.1,300,56.33,30,0.7,-15,5.18,10,85.29,44.73,30,0.59,-3.96,6.05,0.1,131.68
0.584,15,47.12,2,0,1.8,0.1,50,19.42,37.22,2,-15,1,0.1,300,60,30,0,-15,8.18,0.1,50,16.13,30,0,-8.03,9.21,1.08,182.46
0.578,15,44.53,2,-1.64,1.77,0.1,50,15,41.02,1.6,-15,1,0.1,300,60,40.39,0,-9.41,10,0.1,50,15,30,0,-10.45,10,1,50
0.586,15,53.88,2,-5.08,1.36,1.98,50,15,55.14,2,-15,1,0.1,300,60,59.42,0.07,0,10,0.1,50,15,30,0.5,-15,10,0.1,50
0.6,15,52.44,1.47,0,10,4.55,50,15,30,2,-15,1,0.1,300,60,60,0.6,0,10,0.1,50,15,30,1.21,-15,10,0.23,50
0.594,15,60,2,0,10,3.71,50,15,30,1.81,-15,1,0.1,300,60,56.27,1.3,0,10,0.1,203.15,15,30,0.73,-15,10,7.98,50
0.583,15,60,2,0,10,8.88,50,15,30,0.59,-15,1,0.1,300,60,53.32,0,0,10,0.1,300,15,30,0.29,-15,10,9.53,50
0.582,15,60,2,0,10,9.81,50,15,30,1.61,-15,1,0.1,300,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.578,15,60,2,0,10,8.73,50,15,30,0.39,-15,1,0.1,300,60,59.36,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.588,15,60,2,0,10,10,50,15,30,1.98,-15,1,0.1,300,60,37.88,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.594,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,300,60,30.78,0,0,10,0.1,256.41,15,30,0,-15,10,10,50
0.589,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,300,60,35.2,0,0,10,0.1,291.15,15,30,0,-15,10,10,50
0.585,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,300,60,46.5,0,0,10,0.1,50,15,30,0,-15,10,10,50
0.584,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,300,60,54.75,0,0,10,0.1,236.82,15,30,0,-15,10,10,50
0.584,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,292.01,60,56.17,0,0,10,0.1,142.91,15,30,0,-15,10,10,50
0.585,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,44.67,0,0,10,0.1,145.05,15,30,0,-15,10,10,50
0.587,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,98.47,60,39.09,0,0,10,0.1,50,15,30,0,-15,10,10,50
0.585,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,45.72,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.595,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.595,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.588,15,60,2,0,10,10,50,15,30,2,-15,1,0.1,50,60,37.04,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.584,15,60,1.53,0,10,10,50,15,30,2,-15,1,0.1,50,60,57.09,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.593,15,60,0.76,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.594,15,60,1.32,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.593,15,60,0.37,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.594,15,60,1.88,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.594,15,60,1.79,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.592,15,60,0,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.592,15,60,0,0,10,10,50,15,30,2,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.508,22.53,45.76,0,0,5.57,2.23,300,44.37,60,0,-15,4.35,10,221.92,56.57,47.25,0.57,-13.2,8.76,2.45,261.36,42.75,37.63,1.55,0,5.05,6.72,300
0.512,22.71,58.7,0,0,3.87,0.93,300,44.53,60,0.32,-15,5.52,10,93.26,60,49.16,0.96,-8.84,9.38,6.94,211.81,60,60,2,-0.45,3.94,8.32,250.02
0.525,21.07,60,0,0,2.47,4.83,300,47.59,60,0.37,-15,5.52,10,138.17,60,30,0.3,0,10,8.72,277.25,60,60,2,-8.67,1.98,2.05,300
0.516,38.41,60,0,0,1,10,300,60,60,0,-15,6.75,10,137.74,21.2,30,0.36,0,10,7.6,241.62,60,53.16,2,-15,1,10,300
0.496,60,60,0,0,1,5.88,300,60,60,0.08,-10.78,2.77,10,91.5,15,46.63,0.28,-2.18,8.21,10,93.38,60,60,2,-6.09,1,10,300
0.51,60,60,0,-15,1,8.88,300,60,60,0,0,10,10,50,15,30,1.29,-9.18,1.39,10,50,60,60,2,0,1,3.24,300
0.519,60,60,0,-15,1,10,300,60,60,0,0,10,10,50,15,30,2,-12.41,4.5,10,50,60,60,2,0,1,2.73,300
0.542,60,60,0.42,-15,1,10,300,60,60,0,0,10,10,50,15,30,2,-15,5.5,10,50,60,30,2,0,1,1.34,300
0.524,60,60,0.48,-15,1,10,300,60,60,0,0,10,10,50,15,30,2,-15,4.5,10,50,60,60,1.66,0,1,0.1,300
0.506,60,60,0.18,-15,1,10,300,60,60,0,0,10,10,50,15,30,2,-15,1,10,50,60,60,0.9,0,1,0.1,300
0.51,60,60,0,-15,1,10,300,60,60,0,0,10,10,255.4,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.509,60,60,0.13,-15,1,10,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.528,60,30,0.15,-15,1,10,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.528,60,30,0.35,-15,1,10,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.529,60,30,0.84,-15,1,10,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.533,60,30,1.95,-15,1,10,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.53,60,31.08,2,-15,1,10,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.524,60,35.97,2,-15,1,10,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.514,60,60,2,-15,1,10,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.514,60,60,2,-15,1,7.48,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.528,60,30,0.45,-15,1,5.36,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.529,60,30,0.81,-15,1,0.1,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.533,60,30,2,-15,1,0.1,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.533,60,30,2,-15,1,0.1,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.533,60,30,2,-15,1,0.1,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.533,60,30,2,-15,1,0.1,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.533,60,30,2,-15,1,0.1,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.533,60,30,2,-15,1,0.1,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.533,60,30,2,-15,1,0.1,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.533,60,30,2,-15,1,0.1,300,60,60,0,0,10,10,300,15,30,2,-15,1,10,50,60,60,2,0,1,0.1,300
0.585,15,30,0.47,-15,3.02,10,300,15,43.79,1.69,-11.65,1.78,2.15,154.81,39.97,59.99,0.17,-3.15,9.77,3.98,146.3,48.5,38.87,1.43,-3.85,3.1,0.1,74.5
0.588,15,60,1.68,-6.24,1,10,300,15,50.89,1.74,-15,5.06,0.1,105.44,43.12,60,0.69,-7.9,10,1.26,122.04,60,45.12,1.37,-4.9,1,0.1,248.24
0.583,15,60,0,0,1,10,300,15,59.79,2,-15,8.56,0.1,188.77,36.51,60,0.33,-13.4,10,10,197.25,60,48.03,2,-13.63,1,10,300
0.567,15,60,0,0,1,10,300,15,60,1.91,-15,3.48,0.1,209.11,53.81,51.67,0,-15,10,10,259.4,31.79,43.69,1.37,-15,1,10,172.71
0.547,15,60,0,0,1,10,300,15,60,1.85,-6.56,1,0.1,130.06,60,60,0,-15,10,10,249.55,27.62,30,0.18,-15,1,10,300
0.561,15,60,0,0,10,9.89,300,15,60,2,0,1,0.1,55.01,60,42.47,0,0,10,10,300,15,30,0,-5.43,1,10,265.81
0.558,15,60,0,0,10,6.78,300,15,60,2,0,1,0.1,50,60,59.22,0,0,10,10,300,15,30,0,-2.19,8.22,10,108.98
0.558,15,60,0,0,10,9.03,300,15,60,2,-0.81,1,0.1,50,60,60,0,0,10,10,300,15,30,0,0,10,10,50
0.558,15,60,0,0,10,3.76,300,15,60,2,-12.15,1,0.1,50,60,60,0,0,10,10,300,15,30,0,0,10,10,50
0.558,15,60,0,0,10,1.11,300,15,60,2,-13.75,1,0.1,50,60,60,0,0,10,10,300,15,30,0,0,7.17,10,50
0.56,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,300,15,30,0.76,-0.23,10,10,50
0.559,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,300,15,30,0.34,-6.74,10,10,50
0.56,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,300,15,30,0,-12.11,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,300,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,198.56,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,55.47,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,137.6,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,108.09,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,86.62,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,238.21,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,290.49,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,300,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,300,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,300,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,300,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,-14.36,10,10,300,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,300,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,0,10,10,300,15,30,0,-15,10,10,50
0.564,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,-8.26,10,10,300,15,30,0,-15,10,10,50
0.562,15,60,0,0,10,0.1,300,15,60,2,-15,1,0.1,50,60,60,0,-6.43,10,10,300,15,30,0,-15,10,7.87,50
0.54,21.34,41.12,1.19,-7.41,5.75,2.68,249.57,24.84,56.97,0.69,-6.18,5.62,1.29,300,60,51.86,1.9,-15,1.7,6.4,89.98,15,60,0.92,-9.88,1,10,50
0.548,27.44,30,0,-15,10,5.13,300,29.49,60,0,-15,2.02,0.1,300,60,45.59,2,-15,1.82,10,270.7,15,47.8,0.03,-2.25,5.88,10,50
0.591,53.91,30,1.48,-15,10,10,300,15,56.25,0,-15,5.5,0.1,300,60,39.84,2,-10.32,3.15,6.61,172.08,15,42.89,0,-15,10,10,50
0.559,45.14,30,2,-3.72,10,7.64,300,15,35.84,0,-15,1,0.1,300,60,42.98,0,-7.43,1.95,1.95,175.63,15,44.1,0,-15,10,10,50
0.588,31.69,30,2,-7.98,10,6.16,300,15,30,2,-15,1,0.1,300,60,54.43,0,-12.73,10,0.1,51.66,15,34.14,0,-15,10,9.14,50
0.612,15,30,1.89,-4.29,10,5.59,300,15,30,1.28,-15,1,0.1,163.33,60,30,0,0,10,0.1,297.97,15,30,0,-15,10,7.37,50
0.598,15,30,0.93,-2.62,10,3.28,300,15,30,0,-15,1,0.1,206.8,60,36.03,1.85,0,10,0.1,300,15,30,0,-15,10,10,50
0.602,15,30,2,-3.94,10,1.85,300,15,30,1.52,-15,1,0.1,115.74,60,52.99,2,0,10,0.1,300,15,30,0,-15,10,10,50
0.593,15,30,2,0,10,6.25,300,15,30,0.15,-15,1,0.1,50,60,50.81,2,0,10,0.1,300,15,30,0,-15,10,10,50
0.592,15,30,2,0,10,9.85,300,15,30,0,-15,1,0.1,50,60,50.14,0.16,0,10,0.1,300,15,30,0,-15,10,10,50
0.597,15,30,2,0,10,10,300,15,30,0,-15,1,0.1,50,60,37.25,0,0,10,0.1,98.34,15,30,0,-15,10,10,50
0.595,15,35.27,2,0,10,10,300,15,30,0,-15,1,0.1,50,60,33.42,2,0,10,0.1,300,15,30,0,-15,10,6.24,50
0.588,15,40.48,1.87,0,10,10,300,15,30,0,-15,1,0.1,50,60,40.17,2,0,10,0.1,300,15,30,0,-15,10,10,50
0.592,15,44.85,1.58,0,10,10,300,15,30,0,-15,1,0.1,50,60,30,2,0,10,0.1,300,15,30,0,-15,10,10,50
0.591,15,50.34,2,0,10,10,300,15,30,0,-15,1,0.1,50,60,30,2,0,10,0.1,300,15,30,0,-15,10,10,50
0.59,15,60,2,0,10,10,300,15,30,0,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,9.07,50
0.588,15,60,1.79,0,10,10,300,15,30,0,-15,1,0.1,50,60,33.72,0.18,0,10,0.1,300,15,30,0,-15,10,10,50
0.585,15,60,1.26,0,10,10,300,15,30,0,-15,1,0.1,50,60,34.75,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.589,15,60,2,0,10,10,300,15,30,0,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.59,15,60,1.45,0,10,10,244.39,15,30,0,-15,1,0.1,50,60,30,2,0,10,0.1,300,15,30,0,-15,10,7.16,50
0.589,15,60,1.02,0,10,10,300,15,30,0,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,6.54,50
0.587,15,60,1.15,0,10,10,293.54,15,30,0,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.586,15,60,0,0,10,10,300,15,30,0,-15,1,0.1,50,60,30,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.577,15,60,0,0,10,10,292.99,15,30,0,-15,1,0.1,50,60,42.07,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.573,15,60,0,0,10,10,279.42,15,30,0,-15,1,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.573,15,60,0,0,10,10,50,15,30,0,-15,1,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.573,15,60,0,0,10,10,50,15,30,0,-15,1,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.573,15,60,0,0,10,10,50,15,30,0,-15,1,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.573,15,60,0,0,10,10,50,15,30,0,-15,1,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.573,15,60,0,0,10,10,50,15,30,0,-15,1,0.1,50,60,60,0,0,10,0.1,300,15,30,0,-15,10,10,50
0.532,39.44,51.78,0,-15,1,4.6,107.41,20.96,39.23,1.7,-7.79,3.75,0.1,51.57,27.6,44.08,0.85,-0.18,10,3.01,300,51.52,60,0.55,-4.7,7.3,3.2,140.59
0.536,48.51,60,0,-15,1,0.1,148.96,60,47.85,0.71,-15,5.47,0.1,95.31,30.55,59.7,2,0,10,6.37,300,60,60,1.12,-5.11,4.94,9.56,76.01
0.515,47.29,60,0,-15,1,8.33,136.66,60,39.11,0.03,-15,4.23,0.1,182.14,34,60,2,0,5.4,4.83,300,60,60,1.54,-15,1,7.68,96.37
0.514,22.56,60,0,-15,1,10,215.35,60,42.56,0,-15,8.4,2.83,300,25.57,58.49,2,0,1,9.68,300,46.95,60,2,-15,1,6.81,50
0.509,49.27,49.62,0,-15,1,10,230.14,54.15,50.38,0,-15,10,10,300,15,56.89,2,0,1,10,300,60,60,2,-15,1,10,50
0.532,41.54,30,0,-15,1,10,237.81,60,59.68,0,-15,10,10,300,15,35.2,2,0,1,9.25,232.7,60,60,2,-15,1,10,55.93
0.537,60,30,0,-15,1,10,216.45,60,60,0,-12.03,10,10,300,15,30,2,-2,1,7.23,184.23,60,60,2,-15,1,7.44,50
0.513,49.85,30.38,0,-15,1,10,169.56,60,60,0,-4.44,10,10,300,15,45.94,2,-5.89,1,10,60.92,60,60,2,-15,1,0.88,63.38
